,artist,track,chart,tracks_uri,albums_uris
1532,Keith Urban,Be Here,greatest-country-albums,spotify:track:29Qqb1qYSjC1pSK8QPDnkp,spotify:album:2IGgtSdgps7BjyZBtJGW89
1533,Eddy Arnold,My World,greatest-country-albums,spotify:track:2oXVczDSM198Zm458EQFY0,spotify:album:5oNPxonrkXZKkhtZoDbMGw
1534,Ricky Van Shelton,Loving Proof,greatest-country-albums,spotify:track:4ow5OlGW6fEcXYsbYkmuir,spotify:album:1x2WomyqmtY540oIcX3r7C
1535,Dwight Yoakam,"Guitars, Cadillacs, Etc., Etc.",greatest-country-albums,spotify:track:3HtCJiLV8GH87AViMtUKhO,spotify:album:5QrjSOgrFBfDyGXOcF9ZMO
1536,The Judds,Rockin' With The Rhythm,greatest-country-albums,spotify:track:2SMOdZocTSFLdpg197o9Jo,spotify:album:5bssaJTxjs8S0dpc9GzFDj
1537,Ricky Van Shelton,Wild Eyed Dream,greatest-country-albums,spotify:track:17S5aradZCvuKJ6SUURZ6h,spotify:album:0gTiLd5XqJ5eh9jftkfKYv
1538,Alabama,The Closer You Get,greatest-country-albums,spotify:track:6WJKrF37Bz6CKr3fOtxJHS,spotify:album:1DE97Q1jJABKEbOi8CzLSu
1539,Glen Campbell,Gentle On My Mind,greatest-country-albums,spotify:track:0mLoTgCB8oU0sJGojRtvDu,spotify:album:68eenCTSYqlwSBe80ZEIFE
1540,Brooks ,Brand New Man,greatest-country-albums,spotify:track:75QTZG8XFYKb0HQIwgCzNE,spotify:album:1ZXM9jY3Bsg12KXgwftBrO
1541,Eddy Arnold,The Best Of Eddy Arnold,greatest-country-albums,spotify:track:06SHbOizVqOeAEs0SsFnmm,spotify:album:6AXSOOF0WXV6QQleFHsVaf
1542,Waylon Jennings,Are You Ready For The Country,greatest-country-albums,spotify:track:7EO1M2cehWizgRLvfTIF4w,spotify:album:76v3XMhmRuxlakE6e3lKox
1543,Alabama,40 Hour Week,greatest-country-albums,spotify:track:4OpB5ExXiVjj1f3gMfTw4u,spotify:album:4LeC10bEjuCDcpWsTsILk6
1544,Alabama,Roll On,greatest-country-albums,spotify:track:7Fhgor5m0lekhS0jw4jklT,spotify:album:1jafIRrPVaBkcwl3TC0C8T
1545,Johnny Cash,Johnny Cash At Folsom Prison,greatest-country-albums,spotify:track:54Ws56PDXVIQZhu3TLlf5p,spotify:album:7KOZivQqRbfrKEsd5Hx9Ir
1546,Deana Carter,Did I Shave My Legs For This?,greatest-country-albums,spotify:track:3rlU8GywVlHOd09sfzOLx8,spotify:album:3rVrwVrTgiFmCBZCmYBryn
1547,Lady Antebellum,Lady Antebellum,greatest-country-albums,spotify:track:1FGkypiBwvwYA4lVIHZcwQ,spotify:album:3zNPWYqxlXPoXP0TRdy2hb
1548,Glen Campbell,Wichita Lineman,greatest-country-albums,spotify:track:6V9VCm1zOY2lGR80RehJ9i,spotify:album:056tSaBR2WyN1nnmfIzkEE
1549,Glen Campbell,By The Time I Get To Phoenix,greatest-country-albums,spotify:track:1tZKsxgKebVQX9s6oiojG9,spotify:album:29tTA46kurlOioRkjBqOMS
1550,Brooks ,Hard Workin' Man,greatest-country-albums,spotify:track:51uGoXB3PbXLyeH0aPGo7H,spotify:album:7pvtnidoCEO4BQlhIjNY7y
1551,Alan Jackson,The Greatest Hits Collection,greatest-country-albums,spotify:track:5AVdlHyPHHDDZoTpkOtwJX,spotify:album:0D20LzP7TOZhA18ANU1bid
1552,Tim McGraw,Set This Circus Down,greatest-country-albums,spotify:track:1iqqbTuDyDdBllOFvga51I,spotify:album:1gia1KbXO82zqBEvaYQ6qq
1553,Waylon Jennings,Ol' Waylon,greatest-country-albums,spotify:track:7xRind9RPsvGHWR0qbGmfE,spotify:album:4CvOd5ePKV2kpxayVWGlnq
1554,Jason Aldean,Night Train,greatest-country-albums,spotify:track:5I7oDuQDfhV0syRU3cU7zB,spotify:album:7z7iT4n1wEYDbNTr8FkgoR
1555,The Statler Brothers,The Best Of The Statler Brothers,greatest-country-albums,spotify:track:6xWEtxmNAiHq6INNDdrgNe,spotify:album:5MMGWkw5d0ybfHG2oOl4aI
1556,Zac Brown Band,You Get What You Give,greatest-country-albums,spotify:track:6YBA65p2bAAQrsUdZSDZf6,spotify:album:62XZju4HxxXF6CBIqqG2ei
1557,Big ,Horse Of A Different Color,greatest-country-albums,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,spotify:album:0mX8aXMM7nYOGUTGcTEeZH
1558,Lee Ann Womack,I Hope You Dance,greatest-country-albums,spotify:track:4VCwUE3E67T4LYK1wxcrH0,spotify:album:7de0tgPmcZOZmxQ5DwyT4B
1559,The Band Perry,The Band Perry,greatest-country-albums,spotify:track:7z07z8rXAWCfT9oMq3BbKk,spotify:album:3sagK9ENpg5qmT6nsP4fNu
1560,Romeo Santos,Propuesta Indecente,greatest-hot-latin-songs,spotify:track:5PycBIeabfvX3n9ILG7Vrv,spotify:album:17HsiXfqKUPoTP6Y5ebs1L
1561,Son By Four,A Puro Dolor,greatest-hot-latin-songs,spotify:track:28upjDakWVnHAgW2anm273,spotify:album:6FaDCE5IxXXMXVn3etukKq
1562,Alejandro Fernandez,Si Tu Supieras,greatest-hot-latin-songs,spotify:track:3PHD1o4vP68uLbExcqUl1x,spotify:album:63mrlnJgtofj8Ur7Q7Xh9P
1563,Shakira,La Tortura,greatest-hot-latin-songs,spotify:track:5BSclXJTa9B0iURhUjZo50,spotify:album:3zHPYwiMJqa3hTBgk695Ae
1564,Flex,Te Quiero,greatest-hot-latin-songs,spotify:track:6vuLbauqyw5W3vhk5MPeSr,spotify:album:2uZdBsZHBN2nNk648BqkQI
1565,Luis Fonsi,No Me Doy Por Vencido,greatest-hot-latin-songs,spotify:track:6ynUtFQv55WtmatcYqGrBF,spotify:album:5LD6jjtbuNNUV4Oqjk1tD2
1566,Nicky Jam ,El Perdon,greatest-hot-latin-songs,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,spotify:album:2dBgWXp41imu2zBNv9oFxZ
1567,Enrique Iglesias,Bailando,greatest-hot-latin-songs,spotify:track:3LbzMtkyPGcHc6IzyKclFO,spotify:album:1MKFytAg1TXa2KN1ejcEtd
1568,Juanes,Me Enamora,greatest-hot-latin-songs,spotify:track:5BY0p2EH4EznNZ0MFD9mjt,spotify:album:0TFz2Xw2kzFlcYFGetcCMY
1569,Juan Gabriel,Abrazame Muy Fuerte,greatest-hot-latin-songs,spotify:track:7AOYlYLKxH7NbTMv2ASpCg,spotify:album:5X9r2dYTi7NvoWCZlvE21h
1570,Ana Gabriel,Ay Amor,greatest-hot-latin-songs,spotify:track:0fC6Szw2CX8XZYsydOLmVC,spotify:album:5JRGlJtz53p6P1qlfrcPxe
1571,Shakira,"Suerte [Whenever, Wherever]",greatest-hot-latin-songs,spotify:track:3TY1PFZXmYeiLcXygB74My,spotify:album:4DyMK9x2gnmRkRa16zHaEV
1572,Selena,No Me Queda Mas,greatest-hot-latin-songs,spotify:track:1r28ZDlVxz24Rmy8Sq9REY,spotify:album:6iv9WTw1nhNxSsgKaxMp4E
1573,Daniela Romo,De Mi Enamorate,greatest-hot-latin-songs,spotify:track:708eiOwG9Hh3mtm0S03K1J,spotify:album:1JjrcZlTH1cUeF86xTOV6J
1574,J Balvin,Ginza,greatest-hot-latin-songs,spotify:track:5xpVvOlrjPMqsXIDeNkSux,spotify:album:2G24iquUtWrS3H36y5T1HO
1575,Marc Anthony,Vivir Mi Vida,greatest-hot-latin-songs,spotify:track:1p9BTvOMkMroLoE8gWpPFr,spotify:album:5X9r2dYTi7NvoWCZlvE21h
1576,Juan Gabriel,Te Sigo Amando,greatest-hot-latin-songs,spotify:track:3Bn5su26JosHjkbIrxgz0j,spotify:album:0BAsKASCKXy1Gi7hdGNXIX
1577,Yuri,Que Te Pasa,greatest-hot-latin-songs,spotify:track:7nSgNsvgl5BtjDyysdlWEB,spotify:album:5aA1T2eSRBpRDCGuzJWmoV
1578,Don Omar ,Danza Kuduro,greatest-hot-latin-songs,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,spotify:album:6mGDfbDErYIJsmSewvccWm
1579,Chayanne,Y Tu Te Vas,greatest-hot-latin-songs,spotify:track:7zuwr7YqqpveNtxlKe1vn6,spotify:album:1HR0VmKYncW4JyMwRCSi9N
1580,Prince Royce,Darte Un Beso,greatest-hot-latin-songs,spotify:track:6cJLfIqwh0tCKRjYM3WpZ5,spotify:album:4o8ZyBzwPxPVc2bqNG5Xfe
1581,Los Bukis,Tu Carcel,greatest-hot-latin-songs,spotify:track:6hbhIz2yxs5HZDl7OaRqPr,spotify:album:1VW9MZFPL3aL9d1eR5WkyF
1582,Pilar Montenegro,Quitame Ese Hombre,greatest-hot-latin-songs,spotify:track:41MbmJ4NShxvMc8KrsmiiE,spotify:album:7wdGqytcLvhJCFkE2t5pNZ
1583,Enrique Iglesias,Cuando Me Enamoro,greatest-hot-latin-songs,spotify:track:4PHX6bpHDxiR9RGzAKWcyk,spotify:album:5JNhQFH8HMKQWP4SITzdoc
1584,Vicente Fernandez,Me Voy A Quitar De En Medio,greatest-hot-latin-songs,spotify:track:2kgUPa3UUnHIUfySDkg2bm,spotify:album:3gDr14ItIjCEpR2UJ1wCLU
1585,La Mafia,Me Estoy Enamorando,greatest-hot-latin-songs,spotify:track:4dMdwjqhraf5vLMucF9Bn3,spotify:album:6EFQ30r98pzC3GDZwOWBTd
1586,Romeo Santos,Odio,greatest-hot-latin-songs,spotify:track:1iLv1ieT9BZ3qsti9yTCnG,spotify:album:17HsiXfqKUPoTP6Y5ebs1L
1587,Braulio,En Bancarrota,greatest-hot-latin-songs,spotify:track:2ADkYIeVUkK7WjE175ayzG,spotify:album:7kmtsCDBNW6LNVS2qarfJu
1588,Daddy Yankee,Rompe,greatest-hot-latin-songs,spotify:track:2XS74uZ05sq46UceMhMoWf,spotify:album:1DzNG3K7ESSmUTj6lj3VfX
1589,Prince Royce,Corazon Sin Cara,greatest-hot-latin-songs,spotify:track:0u4N6w5lBw5xMrzJitRWUo,spotify:album:5zEFCJy9kAyD8rMbBESdYh
1590,Juanes,La Camisa Negra,greatest-hot-latin-songs,spotify:track:5WRJclmcsxfHfnxzBNEDjs,spotify:album:0Kv37Y38hhVHXaBnUlyG5Z
1591,Cristian,Por Amarte Asi,greatest-hot-latin-songs,spotify:track:2bvO1KXbUd4vySCWGNqIIa,spotify:album:4b7x5wHqzZETVAPcGIG5nl
1592,Juan Gabriel,Asi Fue,greatest-hot-latin-songs,spotify:track:6nOJ1EJYDa5QCI6RGBuozw,spotify:album:3EdXKrmsoiThC0FWi9ctNH
1593,Rocio Durcal,Como Tu Mujer,greatest-hot-latin-songs,spotify:track:6ljWmeDCoqgIFOVKVmKEmu,spotify:album:6OPaypwDjCUgTROopd4OYt
1594,Aventura,Ella Y Yo,greatest-hot-latin-songs,spotify:track:6G4U9avyBNEfP0fAIduev3,spotify:album:3dCEXNx36W29EYCMUAx5p5
1595,Daddy Yankee,Limbo,greatest-hot-latin-songs,spotify:track:3fMtt2W7eHE9npmfLHTs1n,spotify:album:4xyfqjxBozWswKVkejFoQx
1596,Marc Anthony,Dimelo [I Need To Know],greatest-hot-latin-songs,spotify:track:2WMoRSb26tNS7odXcPZxpj,spotify:album:7iiSLxiIQdtYkurjdPqaKG
1597,Palomo,No Me Conoces Aun,greatest-hot-latin-songs,spotify:track:4QlYM5bo7PD2YeLoMqtdKj,spotify:album:1O8yyJV6FfiUKrWnyyHnux
1598,Wisin ,Algo Me Gusta De Ti,greatest-hot-latin-songs,spotify:track:2FqoR7diymD1Eh7cVb3DMg,spotify:album:6tOFRRXAis3nniv1wG6Nae
1599,Enrique Iglesias,Si Tu Te Vas,greatest-hot-latin-songs,spotify:track:7iTTl99G5SdYmzgcf4g6oz,spotify:album:7DS5eAaSqaPRercZMkxVeL
1600,Julio Iglesias,Lo Mejor De Tu Vida,greatest-hot-latin-songs,spotify:track:3La01jjk5XfvpdyOCMlV1A,spotify:album:1ILCxlTPOkNcrgXxWz6zGj
1601,Juan Gabriel,Hasta Que Te Conoci,greatest-hot-latin-songs,spotify:track:0LeeZNbW4ysuCgd1xWo5eh,spotify:album:1wsHlyDVMoYvfIQI4oZg22
1602,Cristian,Amor,greatest-hot-latin-songs,spotify:track:17GsjscEZyJh7FnSGYgosA,spotify:album:0wQ5Sn6RU4yL6WpeiWSaBN
1603,Selena,Amor Prohibido,greatest-hot-latin-songs,spotify:track:060pyvMz17ZtVrXjWACmJW,spotify:album:7s98bLdwFWspnXnrgi6Llb
1604,Wisin ,Rakata,greatest-hot-latin-songs,spotify:track:3j8J4sqvXQOhspC8kzptU0,spotify:album:5iGGw97F6BwPquXqRmhAms
1605,Ana Gabriel,A Pesar De Todos,greatest-hot-latin-songs,spotify:track:16VI8N8iECaBkUdadqchqq,spotify:album:3yRVRIoZEWipJo3po8jkhy
1606,Ana Gabriel,Es Demasiado Tarde,greatest-hot-latin-songs,spotify:track:5g4HXOoT2kQTDtVuJhBgBV,spotify:album:1IRYnt0nIw8IEf7bDiJOVj
1607,Enrique Iglesias,Dimelo,greatest-hot-latin-songs,spotify:track:3t74Slmrcf23iKxdx2Rd3A,spotify:album:6nokJTCkg6CVxVeeQEQsZL
1608,Mary J. Blige,Be Without You,greatest-r-b-hip-hop-songs,spotify:track:6Y3WvyUG9iE5bQYg38SPtQ,spotify:album:13HYuDhB1soZvHzwoymXoV
1609,Macklemore ,Thrift Shop,greatest-r-b-hip-hop-songs,spotify:track:1CmUZGtH29Kx36C1Hleqlz,spotify:album:0XN945pdw7kvYRndgbDuSb
1610,Maxwell,Pretty Wings,greatest-r-b-hip-hop-songs,spotify:track:22NLm3IIR9NLG0cUYtmHMW,spotify:album:1cXFSOdjxmS13cOTtnNQAo
1611,Al Green,Let's Stay Together,greatest-r-b-hip-hop-songs,spotify:track:63xdwScd1Ai1GigAwQxE8y,spotify:album:58eMx3QrTkiRmGGbSz2XL0
1612,The Weeknd,The Hills,greatest-r-b-hip-hop-songs,spotify:track:7fBv7CLKzipRk6EC6TWHOB,spotify:album:0P3oVJBFOv3TDXlYRhGL7s
1613,Donell Jones,U Know What's Up,greatest-r-b-hip-hop-songs,spotify:track:5PMKzsUsTpZZGsCcJBuhP2,spotify:album:01riz9JMpPdL99fYhoZaph
1614,Karyn White,Superwoman,greatest-r-b-hip-hop-songs,spotify:track:3bceL3NJmM8sKwr5dyrKAz,spotify:album:2Ck4KnfNbVPQqcRkmsDt6F
1615,Drake,One Dance,greatest-r-b-hip-hop-songs,spotify:track:1zi7xx7UVEFkmKfv06H8x0,spotify:album:40GMAhriYJRO1rsY4YdrZb
1616,The Marvelettes,Please Mr. Postman,greatest-r-b-hip-hop-songs,spotify:track:6jX5mso4x00c1EiNMrTU9U,spotify:album:65n7GqedAHDVRWNh3msH1V
1617,Keyshia Cole,Heaven Sent,greatest-r-b-hip-hop-songs,spotify:track:0JVEpLj6fptu0VNBJcIygB,spotify:album:3rTikJLDugcmBvhAnsy1WD
1618,Ray Charles,I Can't Stop Loving You,greatest-r-b-hip-hop-songs,spotify:track:79nJj5dMyTsUzKvN5jUXsJ,spotify:album:4j4w5DDWMKD7ePStAl19OF
1619,Robin Thicke,Lost Without U,greatest-r-b-hip-hop-songs,spotify:track:4V2F0DZrAXOWq9hkwMMG3x,spotify:album:55ErdDg54WTAEySb0r7yzb
1620,Funkadelic,One Nation Under A Groove,greatest-r-b-hip-hop-songs,spotify:track:06Y1ZlTO8tO0vVrN4rSfNc,spotify:album:1ymHE8ItOGthDlfQmqVKEQ
1621,Freddie Jackson,Rock Me Tonight (For Old Times Sake),greatest-r-b-hip-hop-songs,spotify:track:5khdtdMlbBjPIKDZ44yK5k,spotify:album:1c6xOR0yHVs5hPFeSTg8XE
1622,Alicia Keys,If I Ain't Got You,greatest-r-b-hip-hop-songs,spotify:track:3XVBdLihbNbxUwZosxcGuJ,spotify:album:6TqRKHLjDu5QZuC8u5Woij
1623,Dinah Washington ,Baby (You'Ve Got What It Takes),greatest-r-b-hip-hop-songs,spotify:track:0DICNd5XQ1og9UeYzxoNFV,spotify:album:5BiQSxjnQuQgTb0FCOQPJe
1624,Jagged Edge,Let's Get Married,greatest-r-b-hip-hop-songs,spotify:track:0mDSPvA2OAgIsSiGGGAesm,spotify:album:6aJHauR45e8XzoEeUgENtE
1625,Fantasia,When I See U,greatest-r-b-hip-hop-songs,spotify:track:4iuNZTcvT9diFySSzVsnVS,spotify:album:42DybH3gl3WcfXAQySOEiX
1626,50 Cent,In Da Club,greatest-r-b-hip-hop-songs,spotify:track:7iL6o9tox1zgHpKUfh9vuC,spotify:album:5G5rgQHzdQnw32SI0WjIo5
1627,Keith Sweat,I Want Her,greatest-r-b-hip-hop-songs,spotify:track:24gxdUxufJ5eSamdYcPAKH,spotify:album:6GXk2hxl4q5GoPHarlUet8
1628,Tevin Campbell,Can We Talk,greatest-r-b-hip-hop-songs,spotify:track:6a5jHgwqYMk9wlYJYfs3c9,spotify:album:3hwPsvBmnFXv5qFueDDUjN
1629,Fetty Wap,Trap Queen,greatest-r-b-hip-hop-songs,spotify:track:2d8JP84HNLKhmd6IYOoupQ,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw
1630,Chic,Good Times,greatest-r-b-hip-hop-songs,spotify:track:0G3fbPbE1vGeABDEZF0jeG,spotify:album:1UFBJkKiBe3Lzjr307UhuU
1631,Usher,U Got It Bad,greatest-r-b-hip-hop-songs,spotify:track:7J41dYQolQJEtj3UmKLu5r,spotify:album:6k16WXh4rKyusIoN00rmpi
1632,Ginuwine,Differences,greatest-r-b-hip-hop-songs,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,spotify:album:5IZeegMeRHlyKE6LKrVuYt
1633,Babyface,Tender Lover,greatest-r-b-hip-hop-songs,spotify:track:00GfGwzlSB8DoA0cDP2Eit,spotify:album:51fAXJ5bMn7DRSunXQ6PMb
1634,Alicia Keys,Like You'Ll Never See Me Again,greatest-r-b-hip-hop-songs,spotify:track:3JHDtmFdX9kdx9wz0md98U,spotify:album:6KlxyxhXEDo1LdheFulN7h
1635,Roberta Flack,Feel Like Makin' Love,greatest-r-b-hip-hop-songs,spotify:track:7gkboYtvhuXNS4EUwmFPcw,spotify:album:3eOdBKYQ2w2eCvz2FxEmBA
1636,Stevie Wonder,Superstition,greatest-r-b-hip-hop-songs,spotify:track:4WfqbuqZMdkJYuuUQL9kLB,spotify:album:48btXtK3xeILgH5vfMXMYF
1637,Tony Toni Tone,It Never Rains (In Southern California),greatest-r-b-hip-hop-songs,spotify:track:0r4wz91MaRPgI3UtEuU7DF,spotify:album:5yORmYtkTZdFgo6ppcsFZT
1638,Jamie Foxx,Blame It,greatest-r-b-hip-hop-songs,spotify:track:08uGhvS5MfBk7crUCpnjva,spotify:album:4Tk1gvdwy7TL3Ma2s9iZ9f
1639,Johnnie Taylor,Disco Lady,greatest-r-b-hip-hop-songs,spotify:track:1tMyqN7bNCokdg7jWgKPc8,spotify:album:1wASYlnD3LasDxFlREG6JI
1640,Sam ,Soul Man,greatest-r-b-hip-hop-songs,spotify:track:4eGHlplaq1ME8oetnTuFFf,spotify:album:1DThdjKvkvxYaqlDUnQGzK
1641,The Temptations,I Can't Get Next To You,greatest-r-b-hip-hop-songs,spotify:track:6aL6pPBaTMGgM558mplSnj,spotify:album:2CabyXUOSQqxUaPEw2FrnK
1642,Brick,Dazz,greatest-r-b-hip-hop-songs,spotify:track:5gQCUf4lfy6GpuhdPzxQ6B,spotify:album:0NQ5vEtFfn6MDbFtNk3gUQ
1643,Kelly Rowland,Motivation,greatest-r-b-hip-hop-songs,spotify:track:4Cv5dkUBqepa0siwGREihD,spotify:album:36BtNkS3gaPXlxSxzWcnLJ
1644,Pebbles,Love Makes Things Happen,greatest-r-b-hip-hop-songs,spotify:track:3hyjOsn9ZPoQEahaDMirx9,spotify:album:6H6KanksP8qoq0TVbOvYAl
1645,Freddie Jackson,Love Me Down,greatest-r-b-hip-hop-songs,spotify:track:5D0IzEomcOVrUTt8cr8chZ,spotify:album:15K0F378ewTcNP8lJ99Xv7
1646,Four Tops,I Can't Help Myself,greatest-r-b-hip-hop-songs,spotify:track:6b6IMqP565TbtFFZg9iFf3,spotify:album:2jvkMPydCpLWwRothqJU1O
1647,Stevie Wonder,"Signed, Sealed, Delivered I'm Yours",greatest-r-b-hip-hop-songs,spotify:track:2eF8pWbiivYsYRpbntYsnc,spotify:album:54ootLtDyMZFr9obtWQvvO
1648,Jackie Wilson,Lonely Teardrops,greatest-r-b-hip-hop-songs,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,spotify:album:4Ixm6f2gdD6Ai1qKkE5NGT
1649,Jean Knight,Mr. Big Stuff,greatest-r-b-hip-hop-songs,spotify:track:2Bls0igCm79XQQ95IoUbhq,spotify:album:0p86nom1q9716gzstS4Y5e
1650,Ohio Players,Fire,greatest-r-b-hip-hop-songs,spotify:track:77TYYYAwRxkmMNYQS3T8Hu,spotify:album:5aVya3XGTKxxuOA4LT5Ayz
1651,Alicia Keys,Un-Thinkable (I'm Ready),greatest-r-b-hip-hop-songs,spotify:track:4JOP8ELK6AaeySe7sKe996,spotify:album:0Rxab8t0y7GlaTJTHX2wEN
1652,Regina Belle,Make It Like It Was,greatest-r-b-hip-hop-songs,spotify:track:5sUhPjE13aCyHyEn2XuzF6,spotify:album:3FMWIXSMtniQbwDz00qUnD
1653,Miguel,Sure Thing,greatest-r-b-hip-hop-songs,spotify:track:0JXXNGljqupsJaZsgSbMZV,spotify:album:493HYe7N5pleudEZRyhE7R
1654,Usher,There Goes My Baby,greatest-r-b-hip-hop-songs,spotify:track:6IUiqtI8tE49sqGbmtrNd8,spotify:album:6A1F3Fkq5dYeYYNkXflcTX
1655,Lil Jon ,Get Low,greatest-r-b-hip-hop-songs,spotify:track:0jrz4ZQKCsC6h2vzqgHiEp,spotify:album:05jX3Kda6BmEpACV7unScz
1656,Patti LaBelle,If Only You Knew,greatest-r-b-hip-hop-songs,spotify:track:60kYnvU89eL92jJ3eQcPXq,spotify:album:2PcZjItgjHSkKFIiW44hHy
1657,Marvin Gaye,Too Busy Thinking About My Baby,greatest-r-b-hip-hop-songs,spotify:track:0EQCaQzKJVCXkwSiQZUVHP,spotify:album:2XyETlDqp6hhi2j8XiWS4u
1658,Aretha Franklin,Respect,greatest-r-b-hip-hop-songs,spotify:track:7s25THrKz86DM225dOYwnr,spotify:album:5WndWfzGwCkHzAbQXVkg2V
1659,Drake,Hotline Bling,greatest-r-b-hip-hop-songs,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,spotify:album:40GMAhriYJRO1rsY4YdrZb
1660,Rufus,Do You Love What You Feel,greatest-r-b-hip-hop-songs,spotify:track:7fYozX6MaNmfHoGW7bFTdK,spotify:album:2myey2664YObEQ2hs2YJeE
1661,Marvin Gaye,What's Going On,greatest-r-b-hip-hop-songs,spotify:track:5PAlcd4TYE73uTjNp9vkEd,spotify:album:42ne7gbOAc2dwdX630dYK6
1662,Juvenile,400 Degreez,greatest-r-b-hip-hop-albums,spotify:track:2cWk64MkNGvrB1Y4M1E6Ei,spotify:album:0UlugUB43h0SKODTgJDc35
1663,Freddie Jackson,Just Like The First Time,greatest-r-b-hip-hop-albums,spotify:track:01kEsO7VoKCVwzeOpiQpjn,spotify:album:0UG0BbMNWyU6T7U9BjMGzn
1664,The Temptations,The Temptations Greatest Hits,greatest-r-b-hip-hop-albums,spotify:track:40ihucUq1tLjaTRZ2H711d,spotify:album:057Z7ExNtaXRpiawKCLeXJ
1665,Soundtrack,Shaft,greatest-r-b-hip-hop-albums,spotify:track:1VNBxJmW2GjAFF54mwj1r3,spotify:album:49vJvNZFyoHY388uymGd6X
1666,Jodeci,Forever My Lady,greatest-r-b-hip-hop-albums,spotify:track:6BS4BAScltBKeP6cSi9kh1,spotify:album:3GyddO5Ck1JgfPqVXl7cd2
1667,Macklemore ,The Heist,greatest-r-b-hip-hop-albums,spotify:track:5E0ksdOzJS4WADfQw3b9u3,spotify:album:0CoiTAUBiO70lic9p9Lboq
1668,Rick James,Street Songs,greatest-r-b-hip-hop-albums,spotify:track:4biP0A7bsAA1xao9vWamdk,spotify:album:4IvdS6lHzhEgPDRwoDXpEw
1669,Keyshia Cole,Just Like You,greatest-r-b-hip-hop-albums,spotify:track:21oUB22hxtWc8NJH8iWN1x,spotify:album:2yDS0feMR1ua4B1KmoCSh5
1670,Guy,Guy,greatest-r-b-hip-hop-albums,spotify:track:0ygjLgKOoMstWKjRIPIJDD,spotify:album:54V2l2RNUXSQJZYQPIxlZc
1671,Freddie Jackson,Rock Me Tonight,greatest-r-b-hip-hop-albums,spotify:track:5khdtdMlbBjPIKDZ44yK5k,spotify:album:1c6xOR0yHVs5hPFeSTg8XE
1672,War,The World Is A Ghetto,greatest-r-b-hip-hop-albums,spotify:track:2oMXvopfDLGmXaUK0LkkEy,spotify:album:4UZmpGH8kpAgyZ2yqQ8sP9
1673,Dr. Dre,Dr. Dre -- 2001,greatest-r-b-hip-hop-albums,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,spotify:album:7q2B4M5EiBkqrlsNW8lB7N
1674,Dr. Dre,The Chronic,greatest-r-b-hip-hop-albums,spotify:track:2JzfZbmEisqNrY5IYeVGIg,spotify:album:6vdFSyhPjL4dZFkgRtToXH
1675,Diana Ross,Diana,greatest-r-b-hip-hop-albums,spotify:track:1Y9DHUBhlGPjOTpN3zv4d1,spotify:album:2iPkYpFitI1RXmnnza1PeN
1676,The O'Jays,Ship Ahoy,greatest-r-b-hip-hop-albums,spotify:track:5GTd3l7ShrGaziT7kvnNnj,spotify:album:0prtrB4HNL9tiEeAv57Bz8
1677,Keith Sweat,Make It Last Forever,greatest-r-b-hip-hop-albums,spotify:track:2hNmHqQzmM2eBhHjzX8Mdk,spotify:album:5M0gJ3vHt8yCiMnjWn13xn
1678,Commodores,Commodores,greatest-r-b-hip-hop-albums,spotify:track:6xo2udX7lymOVakFHHI0ej,spotify:album:273oV10n4O57Q5n3vYYi73
1679,R. Kelly,12 Play,greatest-r-b-hip-hop-albums,spotify:track:5j3IAMfWm9Jxdhhde4oT92,spotify:album:6zNQSBqPYNYXOO9AnYrhnB
1680,Eminem,The Marshall Mathers Lp 2,greatest-r-b-hip-hop-albums,spotify:track:48RrDBpOSSl1aLVCalGl5C,spotify:album:3vOgbDjgsZBAPwV2M3bNOj
1681,Mary J. Blige,Share My World,greatest-r-b-hip-hop-albums,spotify:track:1HvmjWFZpe1lrEl1ehLsvr,spotify:album:11s3RAPMk0LpsZhuniepSW
1682,Sly ,Stand!,greatest-r-b-hip-hop-albums,spotify:track:68DqLs1hv7zI08EBvu53wV,spotify:album:7iwS1r6JHYJe9xpPjzmWqD
1683,John Legend,Love In The Future,greatest-r-b-hip-hop-albums,spotify:track:1G2Ya2ubnlS7xFfs1CfY3j,spotify:album:4OTAx9un4e6NfoHuVRiOrC
1684,Aretha Franklin,I Never Loved A Man The Way I Love You,greatest-r-b-hip-hop-albums,spotify:track:4jeEaCq9omzcX5cOFKhT5O,spotify:album:5WndWfzGwCkHzAbQXVkg2V
1685,The Temptations,The Temptations Sing Smokey,greatest-r-b-hip-hop-albums,spotify:track:1QvTEJToxfXuQJSLw5atZO,spotify:album:45tweuKI0zdh8zgKo05cTw
1686,George Benson,Breezin',greatest-r-b-hip-hop-albums,spotify:track:26wqzIU9Te8mxQ557PcU21,spotify:album:4KK8txLJslZg1kbhWbohbK
1687,Mary J. Blige,My Life,greatest-r-b-hip-hop-albums,spotify:track:7w3rWEs0RagyORvdATdyfD,spotify:album:4jovLVRCu6H0Ce6NHR4eTZ
