,track,artist,art_genres,chart,tracks_uri,albums_uris,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1518,Feels Like Today,Rascal Flatts,"['contemporary country', 'country', 'country road', 'pop rock']",greatest-country-albums,spotify:track:0PprD6oGodYXihViAHuoOc,spotify:album:5NH87jdrVjOHt8gDMHT1Wy,47,0.0398,0.364,0.72,0.000458,6.0,0.213,-4.237,1.0,0.0274,170.093,3.0,0.393
1519,Mountain Music,Alabama,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']",greatest-country-albums,spotify:track:68SAQUzxfEW1eKxZvhDDEm,spotify:album:4UUE6qWrIn7L54UZxv0DDQ,42,0.141,0.466,0.55,0.0,9.0,0.149,-9.517,1.0,0.0437,109.53,4.0,0.747
1520,"No Shoes, No Shirt, No Problems",Kenny Chesney,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:208bYsadJ56km31IENM2qS,spotify:album:28fqmcfV4mpPsqhdNKUeTc,61,0.243,0.719,0.546,0.00844,7.0,0.181,-10.239,1.0,0.032,117.925,4.0,0.669
1521,For The Good Times,Ray Price,"['country', 'honky tonk', 'nashville sound', 'traditional country']",greatest-country-albums,spotify:track:4cIGNFaKpoVuJfVvixS0mU,spotify:album:5ficfpIRTeXi6BRePNGQCQ,49,0.76,0.352,0.204,0.000426,3.0,0.327,-15.414,1.0,0.0311,83.342,4.0,0.524
1522,Coyote Ugly,Soundtrack,[],greatest-country-albums,spotify:track:3xoKuLqPjYoVrHXlA9kQTd,spotify:album:3AU2w0xsC7ui1pFUa2LSoV,0,0.464,0.643,0.638,0.0,1.0,0.218,-7.657,1.0,0.183,166.619,4.0,0.865
1523,When The Sun Goes Down,Kenny Chesney,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:5vLonpxn4VN0A8GtQOBSG0,spotify:album:052CF6cpp0nAH67yuUrIp7,63,0.0432,0.798,0.741,3e-06,9.0,0.252,-6.802,1.0,0.0284,104.945,4.0,0.708
1524,Up!,Shania Twain,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",greatest-country-albums,spotify:track:5oqiovQufNFDhA2PpvsaCF,spotify:album:0dXnuPLFLPT9fnj6vIUa1G,50,0.0143,0.657,0.755,0.0,5.0,0.556,-4.067,1.0,0.0374,125.974,4.0,0.707
1525,The Best Of Charley Pride,Charley Pride,"['classic country pop', 'country', 'country rock', 'nashville sound']",greatest-country-albums,spotify:track:7FfuTyWvzc35GbSrCa5rls,spotify:album:3g5zgP29wWtxS9xY7AUhNe,8,0.44,0.732,0.432,0.0,1.0,0.0655,-13.395,1.0,0.0321,101.899,4.0,0.804
1526,Johnny Cash At San Quentin,Johnny Cash,"['arkansas country', 'outlaw country']",greatest-country-albums,spotify:track:54Ws56PDXVIQZhu3TLlf5p,spotify:album:7KOZivQqRbfrKEsd5Hx9Ir,25,0.331,0.384,0.73,0.00162,5.0,0.452,-8.879,1.0,0.101,131.257,4.0,0.7
1527,Old 8 X 10,Randy Travis,"['country', 'country gospel', 'country road', 'country rock']",greatest-country-albums,spotify:track:3rrEBjKF6KR7hjxNAgvH6R,spotify:album:7vc42OZvG6c1vTz7GOmzTh,25,0.302,0.635,0.145,0.0,10.0,0.128,-16.177,1.0,0.0289,106.994,3.0,0.279
1528,Everywhere,Tim McGraw,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:7FtR6v3aRSQc0FrkBdmDea,spotify:album:36STfe5P9Cln52ch4nw3i9,52,0.432,0.622,0.617,0.0,7.0,0.133,-8.825,1.0,0.0241,103.382,4.0,0.456
1529,A Lot About Livin' (And A Little 'Bout Love),Alan Jackson,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:6THv7c4L5lZmA0H0O2fR7b,spotify:album:79yCfWigSGt94zi1CIkkJZ,42,0.282,0.579,0.232,0.0,2.0,0.338,-12.651,1.0,0.0261,89.592,3.0,0.284
1530,The Outsiders,Eric Church,"['contemporary country', 'country', 'country road', 'modern country rock']",greatest-country-albums,spotify:track:1VN6TvmHTIWvLzBAOmre6P,spotify:album:7Ad3sRoSJmRcjtd5Ce27Oj,55,0.272,0.409,0.8,5.29e-05,7.0,0.092,-5.216,1.0,0.0746,159.943,4.0,0.321
1531,Pure Country (Soundtrack),George Strait,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:6FHXJu99aQAUnivEjPhuUR,spotify:album:5K0Ic5xrsWbWzlDFse0KCX,60,0.267,0.526,0.442,5.49e-05,3.0,0.106,-10.133,1.0,0.0259,131.055,4.0,0.284
1532,Be Here,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:29Qqb1qYSjC1pSK8QPDnkp,spotify:album:2IGgtSdgps7BjyZBtJGW89,50,0.0402,0.618,0.832,1.58e-05,2.0,0.033,-3.535,1.0,0.0374,104.942,4.0,0.8
1533,My World,Eddy Arnold,"['nashville sound', 'traditional country', 'yodeling']",greatest-country-albums,spotify:track:2oXVczDSM198Zm458EQFY0,spotify:album:5oNPxonrkXZKkhtZoDbMGw,12,0.915,0.257,0.197,0.000276,1.0,0.122,-15.767,1.0,0.0333,203.425,3.0,0.47
1534,Loving Proof,Ricky Van Shelton,"['classic country pop', 'country', 'country rock']",greatest-country-albums,spotify:track:4ow5OlGW6fEcXYsbYkmuir,spotify:album:1x2WomyqmtY540oIcX3r7C,19,0.397,0.623,0.255,0.00011,5.0,0.274,-16.072,1.0,0.0243,87.365,4.0,0.43
1535,"Guitars, Cadillacs, Etc., Etc.",Dwight Yoakam,"['bakersfield sound', 'country', 'country rock', 'roots rock']",greatest-country-albums,spotify:track:3HtCJiLV8GH87AViMtUKhO,spotify:album:5QrjSOgrFBfDyGXOcF9ZMO,62,0.26,0.581,0.917,0.179,9.0,0.141,-3.519,1.0,0.0746,171.663,3.0,0.86
1536,Rockin' With The Rhythm,The Judds,"['country', 'country dawn', 'country rock']",greatest-country-albums,spotify:track:2SMOdZocTSFLdpg197o9Jo,spotify:album:5bssaJTxjs8S0dpc9GzFDj,19,0.141,0.771,0.475,0.0,0.0,0.0555,-9.354,1.0,0.0301,143.169,4.0,0.774
1537,Wild Eyed Dream,Ricky Van Shelton,"['classic country pop', 'country', 'country rock']",greatest-country-albums,spotify:track:17S5aradZCvuKJ6SUURZ6h,spotify:album:0gTiLd5XqJ5eh9jftkfKYv,6,0.0253,0.682,0.701,1.22e-06,4.0,0.0676,-10.642,0.0,0.03,99.168,4.0,0.742
1538,The Closer You Get,Alabama,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']",greatest-country-albums,spotify:track:6WJKrF37Bz6CKr3fOtxJHS,spotify:album:1DE97Q1jJABKEbOi8CzLSu,42,0.139,0.747,0.46,1.19e-06,7.0,0.0801,-12.797,1.0,0.028,114.254,4.0,0.852
1539,Gentle On My Mind,Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock', 'traditional folk']",greatest-country-albums,spotify:track:0mLoTgCB8oU0sJGojRtvDu,spotify:album:68eenCTSYqlwSBe80ZEIFE,59,0.189,0.597,0.415,0.0,3.0,0.123,-13.799,1.0,0.0323,108.987,4.0,0.826
1540,Brand New Man,Brooks ,[],greatest-country-albums,spotify:track:75QTZG8XFYKb0HQIwgCzNE,spotify:album:1ZXM9jY3Bsg12KXgwftBrO,64,0.0904,0.642,0.762,1.25e-06,7.0,0.101,-4.355,1.0,0.0451,127.513,4.0,0.647
1541,The Best Of Eddy Arnold,Eddy Arnold,"['nashville sound', 'traditional country', 'yodeling']",greatest-country-albums,spotify:track:06SHbOizVqOeAEs0SsFnmm,spotify:album:6AXSOOF0WXV6QQleFHsVaf,8,0.932,0.358,0.0812,0.000808,1.0,0.114,-20.876,1.0,0.0305,68.228,4.0,0.464
1542,Are You Ready For The Country,Waylon Jennings,"['country', 'country rock', 'outlaw country', 'texas country']",greatest-country-albums,spotify:track:7EO1M2cehWizgRLvfTIF4w,spotify:album:76v3XMhmRuxlakE6e3lKox,36,0.226,0.822,0.704,0.419,2.0,0.0476,-9.263,1.0,0.033,117.329,4.0,0.931
1543,40 Hour Week,Alabama,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']",greatest-country-albums,spotify:track:4OpB5ExXiVjj1f3gMfTw4u,spotify:album:4LeC10bEjuCDcpWsTsILk6,46,0.123,0.578,0.44,0.0,4.0,0.145,-14.644,1.0,0.111,85.213,4.0,0.439
1544,Roll On,Alabama,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']",greatest-country-albums,spotify:track:7Fhgor5m0lekhS0jw4jklT,spotify:album:1jafIRrPVaBkcwl3TC0C8T,50,0.325,0.627,0.664,0.0,5.0,0.653,-9.035,1.0,0.0527,131.983,4.0,0.669
1545,Johnny Cash At Folsom Prison,Johnny Cash,"['arkansas country', 'outlaw country']",greatest-country-albums,spotify:track:54Ws56PDXVIQZhu3TLlf5p,spotify:album:7KOZivQqRbfrKEsd5Hx9Ir,25,0.331,0.384,0.73,0.00162,5.0,0.452,-8.879,1.0,0.101,131.257,4.0,0.7
1546,Did I Shave My Legs For This?,Deana Carter,"['country', 'country dawn']",greatest-country-albums,spotify:track:3rlU8GywVlHOd09sfzOLx8,spotify:album:3rVrwVrTgiFmCBZCmYBryn,42,0.4,0.638,0.413,0.0,9.0,0.0845,-5.759,1.0,0.0256,89.126,3.0,0.334
1547,Lady Antebellum,Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",greatest-country-albums,spotify:track:1FGkypiBwvwYA4lVIHZcwQ,spotify:album:3zNPWYqxlXPoXP0TRdy2hb,4,0.454,0.0,0.029,0.0,1.0,0.157,-37.998,1.0,0.0,0.0,0.0,0.0
1548,Wichita Lineman,Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock', 'traditional folk']",greatest-country-albums,spotify:track:6V9VCm1zOY2lGR80RehJ9i,spotify:album:056tSaBR2WyN1nnmfIzkEE,64,0.326,0.192,0.392,0.000199,5.0,0.248,-11.667,1.0,0.0328,172.312,4.0,0.391
1549,By The Time I Get To Phoenix,Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock', 'traditional folk']",greatest-country-albums,spotify:track:1tZKsxgKebVQX9s6oiojG9,spotify:album:29tTA46kurlOioRkjBqOMS,54,0.0743,0.218,0.336,1.61e-06,5.0,0.134,-12.997,1.0,0.0301,176.66,4.0,0.232
1550,Hard Workin' Man,Brooks ,[],greatest-country-albums,spotify:track:51uGoXB3PbXLyeH0aPGo7H,spotify:album:7pvtnidoCEO4BQlhIjNY7y,59,0.333,0.692,0.77,1.17e-06,0.0,0.0552,-9.361,1.0,0.0369,151.51,4.0,0.731
1551,The Greatest Hits Collection,Alan Jackson,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:5AVdlHyPHHDDZoTpkOtwJX,spotify:album:0D20LzP7TOZhA18ANU1bid,27,0.151,0.724,0.625,0.0,9.0,0.171,-7.764,1.0,0.0304,137.701,3.0,0.802
1552,Set This Circus Down,Tim McGraw,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:1iqqbTuDyDdBllOFvga51I,spotify:album:1gia1KbXO82zqBEvaYQ6qq,27,0.0264,0.568,0.615,0.0,7.0,0.299,-7.371,1.0,0.0268,79.917,4.0,0.443
1553,Ol' Waylon,Waylon Jennings,"['country', 'country rock', 'outlaw country', 'texas country']",greatest-country-albums,spotify:track:7xRind9RPsvGHWR0qbGmfE,spotify:album:4CvOd5ePKV2kpxayVWGlnq,55,0.108,0.588,0.848,0.128,5.0,0.125,-10.999,1.0,0.0382,147.565,4.0,0.913
1554,Night Train,Jason Aldean,"['contemporary country', 'country', 'country road']",greatest-country-albums,spotify:track:5I7oDuQDfhV0syRU3cU7zB,spotify:album:7z7iT4n1wEYDbNTr8FkgoR,49,0.0575,0.493,0.708,0.0,5.0,0.175,-5.196,1.0,0.0291,158.037,4.0,0.547
1555,The Best Of The Statler Brothers,The Statler Brothers,"['country', 'country rock']",greatest-country-albums,spotify:track:6xWEtxmNAiHq6INNDdrgNe,spotify:album:5MMGWkw5d0ybfHG2oOl4aI,8,0.425,0.638,0.513,0.0,4.0,0.053,-10.711,0.0,0.04,99.196,4.0,0.616
1556,You Get What You Give,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",greatest-country-albums,spotify:track:6YBA65p2bAAQrsUdZSDZf6,spotify:album:62XZju4HxxXF6CBIqqG2ei,66,0.373,0.46,0.411,0.0,1.0,0.0896,-7.238,1.0,0.0314,158.988,3.0,0.114
