,track,artist,art_genres,chart,tracks_uri,albums_uris,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1388,Just A Dream,Nelly,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']",greatest-of-all-time-pop-songs,spotify:track:4cNGpyeUlu0yPJZWCBLynB,spotify:album:56HlvDFONO6eprIdh1H12c,1,0.023,0.452,0.801,0.0,1.0,0.113,-4.759,1.0,0.0343,180.087,3.0,0.195
1389,Give Me Everything,Pitbull,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",greatest-of-all-time-pop-songs,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,spotify:album:4rG0MhkU6UojACJxkMHIXB,78,0.192,0.671,0.939,0.0,8.0,0.298,-3.206,1.0,0.161,129.023,4.0,0.529
1390,In The End,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",greatest-of-all-time-pop-songs,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,spotify:album:6hPkbAV3ZXpGZBGUvL6jVM,83,0.00958,0.556,0.864,0.0,3.0,0.209,-5.87,0.0,0.0584,105.143,4.0,0.4
1391,Bye Bye Bye,'N Sync,"['boy band', 'dance pop', 'europop', 'pop', 'post-teen pop']",greatest-of-all-time-pop-songs,spotify:track:62bOmKYxYg7dhrC6gH9vFn,spotify:album:20RMokVwJ2wjQ0s8FOdOFC,71,0.031,0.61,0.926,0.0012,8.0,0.0821,-4.843,0.0,0.0479,172.638,4.0,0.861
1392,Stitches,Shawn Mendes,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",greatest-of-all-time-pop-songs,spotify:track:6goL9KKtC06eOgulVc8rer,spotify:album:4lNJ3BHTNl0OMbFKm4jMt7,0,0.022,0.753,0.736,0.0,10.0,0.0484,-6.748,0.0,0.0593,149.903,4.0,0.748
1393,Shut Up And Dance,WALK THE MOON,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock']",greatest-of-all-time-pop-songs,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,spotify:album:3mNoFlD1wsoXfkljfFzExT,79,0.00701,0.578,0.866,0.0,1.0,0.257,-3.804,1.0,0.0619,128.038,4.0,0.619
1394,DREAMLOVER,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",greatest-of-all-time-pop-songs,spotify:track:6HcQZfMrw3KwGyzrKw1Pjy,spotify:album:2NKxb7pk04CuZab5udkGUl,57,0.18,0.701,0.705,0.0,5.0,0.141,-6.18,1.0,0.0357,100.669,4.0,0.71
1395,Blank Space,Taylor Swift,"['dance pop', 'pop', 'post-teen pop']",greatest-of-all-time-pop-songs,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,spotify:album:1yGbNOtRIgdIiGHOEBaZWf,78,0.103,0.76,0.703,0.0,5.0,0.0913,-5.412,1.0,0.054,95.997,4.0,0.57
1396,My Love,Justin Timberlake,"['dance pop', 'pop']",greatest-of-all-time-pop-songs,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,spotify:album:0tcExuDWMQdBbwSpqN8Ku2,70,0.277,0.772,0.68,1.17e-05,11.0,0.682,-5.881,0.0,0.224,119.953,4.0,0.807
1397,Hips Don't Lie,Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",greatest-of-all-time-pop-songs,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,spotify:album:5ppnlEoj4HdRRdRihnY3jU,82,0.284,0.778,0.824,0.0,10.0,0.405,-5.892,0.0,0.0712,100.024,4.0,0.756
1398,Bring Me To Life,Evanescence,"['alternative metal', 'post-grunge']",greatest-of-all-time-pop-songs,spotify:track:0COqiPhxzoWICwFCS4eZcp,spotify:album:02w1xMzzdF2OJxTeh1basm,79,0.00721,0.331,0.943,2.06e-06,4.0,0.242,-3.188,0.0,0.0698,94.612,4.0,0.296
1399,Unwritten,Natasha Bedingfield,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",greatest-of-all-time-pop-songs,spotify:track:1D1nixOVWOxvNfWi0UD7VX,spotify:album:1meis09isQJFDA65afUTt8,76,0.00577,0.706,0.801,0.0,5.0,0.0822,-6.333,1.0,0.0399,100.013,4.0,0.63
1400,Underneath It All,No Doubt,"['alternative rock', 'dance pop', 'permanent wave', 'pop rock', 'post-grunge']",greatest-of-all-time-pop-songs,spotify:track:4EzKmd0AYEYFiqD2bx90UI,spotify:album:2UXSy8F6NK0ACx3XX2Py2X,0,0.845,0.666,0.246,0.0,4.0,0.156,-7.449,1.0,0.053,143.007,4.0,0.446
1401,Lose Yourself,Eminem,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",greatest-of-all-time-pop-songs,spotify:track:1v7L65Lzy0j0vdpRjJewt1,spotify:album:1rfORa9iYmocEsnnZGMVC4,76,0.00921,0.686,0.735,0.00066,2.0,0.342,-4.616,1.0,0.264,171.355,4.0,0.0596
1402,Wherever You Will Go,The Calling,"['neo mellow', 'pop rock', 'post-grunge']",greatest-adult-pop-songs,spotify:track:5QpaGzWp0hwB5faV8dkbAz,spotify:album:2Ir1mtE8K61cCNY5WQyKGV,72,0.0367,0.558,0.719,0.0,2.0,0.115,-5.113,1.0,0.0267,112.027,4.0,0.371
1403,How To Save A Life,The Fray,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,spotify:album:1IM3GwptCGYjRkzCBolyFK,80,0.269,0.64,0.743,0.0,10.0,0.101,-4.08,1.0,0.0379,122.035,4.0,0.361
1404,Unwell,matchbox twenty,"['dance pop', 'edm', 'pop', 'pop rap']",greatest-adult-pop-songs,spotify:track:66s45uMhk7Y4z0xUgESdm3,spotify:album:07cWSvrkFTgaQGYh7M1cCt,62,0.0456,0.442,0.793,0.0,9.0,0.328,-5.152,1.0,0.0347,80.985,4.0,0.437
1405,I'm Yours,Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:5smPViFYtztTo7ww9gJXpD,spotify:album:6ZImJQDuW7wnfP1NGJQptv,40,0.957,0.549,0.107,0.0,0.0,0.111,-16.147,1.0,0.0844,74.63,4.0,0.307
1406,You And Me,Lifehouse,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",greatest-adult-pop-songs,spotify:track:0815caqt2Lytro5EIzMufT,spotify:album:2hOY4rDu51XSBvtwfWgSmz,75,0.114,0.459,0.427,0.0,7.0,0.168,-7.734,1.0,0.0267,139.902,3.0,0.354
1407,All For You,Sister Hazel,"['acoustic pop', 'neo mellow', 'pop rock', 'post-grunge']",greatest-adult-pop-songs,spotify:track:5fwCxKVai3LszSWFZ9AyA8,spotify:album:1CVJMhFsgCZeOMk2wQKnwL,55,0.0441,0.615,0.776,3.36e-05,8.0,0.0828,-5.481,1.0,0.0358,137.11,4.0,0.626
1408,Bubbly,Colbie Caillat,"['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",greatest-adult-pop-songs,spotify:track:1lkvpmrCaXK8QtliFDcHBO,spotify:album:7a8mrq83VEf0PoFh6pvtsb,73,0.594,0.688,0.477,0.0,9.0,0.115,-6.681,1.0,0.036,127.866,4.0,0.257
1409,"Hey, Soul Sister",Train,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",greatest-adult-pop-songs,spotify:track:4HlFJV71xXKIGcU3kRyttv,spotify:album:1CwXS6MAz8Wo7K4TzW9iuR,82,0.185,0.673,0.886,0.0,1.0,0.0826,-4.44,0.0,0.0431,97.012,4.0,0.795
1410,Chasing Cars,Snow Patrol,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",greatest-adult-pop-songs,spotify:track:11bD1JtSjlIgKgZG2134DZ,spotify:album:6fb7z9rBdrjzpBTg1R1Bwp,78,0.209,0.563,0.592,5.08e-05,9.0,0.132,-4.571,1.0,0.0276,104.016,4.0,0.136
1411,Ho Hey,The Lumineers,"['folk-pop', 'modern rock', 'stomp and holler']",greatest-adult-pop-songs,spotify:track:1K3LRUEcUz5FMtPYyg0F45,spotify:album:0nRgsLe1she16l3pclpyy7,73,0.765,0.682,0.471,0.0,0.0,0.0908,-9.182,1.0,0.0301,79.907,4.0,0.421
1412,You Found Me,The Fray,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:4IoYz8XqqdowINzfRrFnhi,spotify:album:3ibdlhMmbFPMYoWvwHCzI3,74,0.0187,0.338,0.803,0.0,8.0,0.136,-5.412,0.0,0.0413,151.994,4.0,0.4
1413,Best Day Of My Life,American Authors,"['indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']",greatest-adult-pop-songs,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,spotify:album:0V4laGZGshNCpurfIdUhHv,77,0.0591,0.673,0.902,0.000262,2.0,0.0558,-2.392,1.0,0.0346,100.012,4.0,0.538
1414,Why Don't You & I,Santana,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",greatest-adult-pop-songs,spotify:track:43LdgobPlcCc5g9Kmactvy,spotify:album:5kkPOwoE9ItngbGIF6m3A4,52,0.136,0.495,0.894,0.0,10.0,0.106,-4.89,1.0,0.102,168.062,4.0,0.777
1415,Use Somebody,Kings Of Leon,"['modern rock', 'rock']",greatest-adult-pop-songs,spotify:track:5VGlqQANWDKJFl0MBG3sg2,spotify:album:5CZR6ljD0x9fTiS4mh9wMp,75,0.00552,0.276,0.715,0.000417,0.0,0.201,-5.356,1.0,0.0432,137.028,4.0,0.173
1416,Photograph,Nickelback,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",greatest-adult-pop-songs,spotify:track:3hb2ScEVkGchcAQqrPLP0R,spotify:album:3eZd2XbhLyPcgbgcsLTZh3,68,0.000932,0.513,0.877,0.000163,8.0,0.136,-3.756,1.0,0.0292,145.919,4.0,0.389
1417,Waiting On The World To Change,John Mayer,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",greatest-adult-pop-songs,spotify:track:5imShWWzwqfAJ9gXFpGAQh,spotify:album:1Xsprdt1q9rOzTic7b9zYM,74,0.159,0.577,0.756,0.000232,2.0,0.249,-5.82,1.0,0.115,176.75,4.0,0.663
1418,If You're Gone,matchbox twenty,"['dance pop', 'edm', 'pop', 'pop rap']",greatest-adult-pop-songs,spotify:track:2f5N826udWfjT9iomeaBJt,spotify:album:2HqQR5SkxWX7uUWaxlLksn,65,0.427,0.544,0.659,1.33e-06,9.0,0.126,-7.191,1.0,0.0298,109.933,4.0,0.361
1419,Breakeven,The Script,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",greatest-adult-pop-songs,spotify:track:38xWaVFKaxZlMFvzNff2aW,spotify:album:51Hn2Wiq1jmUfI0BLaUhuF,73,0.173,0.63,0.698,0.0,10.0,0.0789,-4.51,1.0,0.0244,94.023,4.0,0.529
1420,This Love,Maroon 5,"['pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:6ECp64rv50XVz93WvxXMGF,spotify:album:5zClcGCSWj926AMjvBNSLc,76,0.0525,0.712,0.862,0.0,5.0,0.093,-4.612,0.0,0.0378,95.051,4.0,0.809
1421,She Will Be Loved,Maroon 5,"['pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:4llK75pXNWZz6KAho2Gp16,spotify:album:5zClcGCSWj926AMjvBNSLc,79,0.228,0.651,0.663,0.0,0.0,0.0994,-5.569,0.0,0.0281,102.0,4.0,0.465
1422,Over My Head (Cable Car),The Fray,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:1N62wozuHCvczCkY4QidpP,spotify:album:1IM3GwptCGYjRkzCBolyFK,69,0.022,0.592,0.729,0.0,8.0,0.0653,-4.156,1.0,0.0448,116.03,4.0,0.709
1423,Just Give Me A Reason,P!nk,"['dance pop', 'pop', 'post-teen pop']",greatest-adult-pop-songs,spotify:track:1mKXFLRA179hdOWQBwUk9e,spotify:album:2Q9oTK48eb85waX1fFJsvj,80,0.346,0.778,0.547,0.000302,2.0,0.132,-7.273,1.0,0.0489,95.002,4.0,0.441
1424,It's Not Over,Daughtry,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",greatest-adult-pop-songs,spotify:track:1bxcras2MNcAwHesS1hu98,spotify:album:6hn4a3mFIw3FTUIVQWGSEE,57,0.0467,0.45,0.921,0.0,10.0,0.311,-3.476,0.0,0.0538,145.959,4.0,0.413
1425,Stronger (What Doesn't Kill You),Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",greatest-adult-pop-songs,spotify:track:1nInOsHbtotAmEOQhtvnzP,spotify:album:0VmE95pr5TSpZWucfyhO5e,74,0.046,0.562,0.939,0.0,0.0,0.112,-4.282,1.0,0.0475,116.044,4.0,0.684
1426,Who Knew,P!nk,"['dance pop', 'pop', 'post-teen pop']",greatest-adult-pop-songs,spotify:track:7uYl7xgDeAOHP98obvrJvB,spotify:album:6WlnnRa9jAPXhZEbvBvdxB,69,0.00462,0.688,0.733,0.0,9.0,0.0756,-4.569,1.0,0.0274,140.004,4.0,0.459
1427,Bad Day,Daniel Powter,"['canadian pop', 'neo mellow', 'pop rock']",greatest-adult-pop-songs,spotify:track:0mUyMawtxj1CJ76kn9gIZK,spotify:album:4zhigAhPwqp43XVHBiVeQI,76,0.448,0.599,0.785,0.00336,3.0,0.151,-4.013,1.0,0.0309,140.046,4.0,0.52
1428,Let Her Go,Passenger,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",greatest-adult-pop-songs,spotify:track:7DFNE7NO0raLIUbgzY2rzm,spotify:album:2mylGx7w2Q3yhUyN8iEWOF,76,0.385,0.509,0.538,0.0,7.0,0.104,-7.335,1.0,0.0572,75.089,4.0,0.244
1429,Gotta Be Somebody,Nickelback,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",greatest-adult-pop-songs,spotify:track:06T10fEzN8ZCcqzQZYA184,spotify:album:0GQ9AZBJSj109gmSdSrviC,63,0.000354,0.536,0.89,0.00165,0.0,0.133,-5.222,1.0,0.0601,115.998,4.0,0.205
1430,Cruise,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",greatest-country-songs,spotify:track:5BhsEd82G0Mnim0IUH6xkT,spotify:album:2GSU4IGtDcY5kCXnCJbfNT,58,0.0191,0.457,0.948,0.0,10.0,0.0536,-3.364,1.0,0.0354,148.0,4.0,0.878
1431,Walk On By,Leroy Van Dyke,"['classic country pop', 'nashville sound']",greatest-country-songs,spotify:track:2EI50XcYPyKjx4rGbgihAk,spotify:album:3ySIKxrYdx05VWEmVvPioL,41,0.798,0.568,0.62,0.000149,10.0,0.165,-7.69,1.0,0.0403,135.187,4.0,0.964
1432,Wanted,Hunter Hayes,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",greatest-country-songs,spotify:track:0f1svjHSiaCJif6noKKVHa,spotify:album:4wg9qbqOVgnaA2eBGg74yK,58,0.268,0.421,0.476,0.0,0.0,0.0816,-7.692,1.0,0.0298,169.784,4.0,0.3
1433,Take Your Time,Sam Hunt,"['contemporary country', 'country pop']",greatest-country-songs,spotify:track:6DEaND0SHv3sC11xobZLiy,spotify:album:0V7c0hnrLUFJyHNtjiAT2E,69,0.101,0.558,0.719,0.0,11.0,0.212,-5.603,1.0,0.0419,158.031,4.0,0.483
1434,There Goes My Everything,Jack Greene,"['jam band', 'roots rock']",greatest-country-songs,spotify:track:4w6KzdRpUwyKfEf4vFLeiI,spotify:album:2JqYWLuq0XI2r23G42Jjjp,36,0.838,0.425,0.342,0.0,10.0,0.147,-10.81,1.0,0.0282,139.205,5.0,0.365
1435,Love's Gonna Live Here,Buck Owens,"['bakersfield sound', 'country', 'country rock', 'cowboy western', 'traditional folk']",greatest-country-songs,spotify:track:0svhKL5JfIxASjbmEkxXKV,spotify:album:6c31q0EiGPqzNVDKfQzyzt,50,0.464,0.621,0.552,0.00135,8.0,0.0735,-6.986,1.0,0.0242,92.668,4.0,0.969
1436,Convoy,C.W. McCall,['truck-driving country'],greatest-country-songs,spotify:track:6dGWq08LXuIw6T2oUeHECh,spotify:album:6XbZ0Hc2LQaLJuUaFrHfTY,59,0.857,0.68,0.543,0.000116,5.0,0.0881,-14.876,1.0,0.141,111.62,4.0,0.796
1437,Somebody Like You,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:0b9djfiuDIMw1zKH6gV74g,spotify:album:1O87Gkgvc6QR1JRpMkgnE7,67,0.108,0.624,0.84,0.000546,4.0,0.144,-5.768,1.0,0.0337,111.02,4.0,0.656
1438,Amazed,Lonestar,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,spotify:album:6FoiXUlfC8amjO8yqmYZM5,65,0.247,0.557,0.553,0.0,1.0,0.125,-7.954,1.0,0.0319,139.821,4.0,0.253
1439,Daddy Sang Bass,Johnny Cash,"['arkansas country', 'outlaw country']",greatest-country-songs,spotify:track:15TITugVC8RrpLctHXOqT8,spotify:album:4E2eUhFHqTG2pu9MN1NDIF,56,0.699,0.681,0.638,0.000629,4.0,0.0581,-7.818,1.0,0.0367,96.882,4.0,0.677
1440,Kiss An Angel Good Mornin',Charley Pride,"['classic country pop', 'country', 'country rock', 'nashville sound']",greatest-country-songs,spotify:track:37GWhu8R61gTStMvVQfDuE,spotify:album:0426RVFAsCAeiUcCOq0J1V,58,0.581,0.665,0.512,0.0,4.0,0.371,-10.704,1.0,0.03,130.578,4.0,0.87
1441,Just To See You Smile,Tim McGraw,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:2op0kDNARK2VHWHntEeH4g,spotify:album:36STfe5P9Cln52ch4nw3i9,67,0.127,0.492,0.823,0.0,6.0,0.0523,-8.526,1.0,0.0297,94.342,4.0,0.702
1442,Once A Day,Connie Smith,"['classic country pop', 'nashville sound']",greatest-country-songs,spotify:track:1guPCVBMmglx2m1DM0xOBu,spotify:album:6i8X0GmItZN7GOqIDTaXmb,48,0.451,0.502,0.353,0.0,6.0,0.0583,-9.957,1.0,0.0317,136.746,4.0,0.751
1443,Live Like You Were Dying,Tim McGraw,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:7B1QliUMZv7gSTUGAfMRRD,spotify:album:0os1Gz3XMM6dduZSMxVuXs,69,0.492,0.416,0.546,0.0,7.0,0.0845,-7.728,1.0,0.0297,159.929,4.0,0.418
1444,"Luckenbach, Texas (Back To The Basics Of Love)",Waylon Jennings,"['country', 'country rock', 'outlaw country', 'texas country']",greatest-country-songs,spotify:track:4WScDSwAa9m48pgHugVkCo,spotify:album:54cYJhrv7x97hbI047BxMO,57,0.697,0.694,0.46,0.00437,7.0,0.236,-9.863,1.0,0.0322,102.935,4.0,0.66
1445,19 Somethin',Mark Wills,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:0ElpjZyX8YBiXuYcDC1Ci9,spotify:album:5HvSGPXR4k3PHspJrJTIqw,60,0.132,0.58,0.816,0.0,4.0,0.0776,-5.165,1.0,0.0726,89.938,4.0,0.814
1446,It's Your Love,Tim McGraw,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:503sFkc8Y2eyGnM6cu8kHm,spotify:album:36STfe5P9Cln52ch4nw3i9,59,0.526,0.474,0.528,0.0,7.0,0.109,-8.588,1.0,0.0276,144.366,4.0,0.364
1447,Check Yes Or No,George Strait,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:2eBwymbzVNIEdV1O20vQ7u,spotify:album:2CIOi72adKDDQpj9x69qpW,53,0.0747,0.715,0.592,4.7e-06,5.0,0.0899,-10.225,1.0,0.0306,111.449,4.0,0.691
1448,Rhinestone Cowboy,Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock', 'traditional folk']",greatest-country-songs,spotify:track:0gdXUywUk5P2cHCrpBH3ok,spotify:album:23Lqr6YXcILvNvbzIwqpOf,1,0.0821,0.682,0.425,0.000766,0.0,0.116,-14.087,1.0,0.0283,115.155,4.0,0.739
1449,How Do You Like Me Now?!,Toby Keith,"['contemporary country', 'country', 'country road', 'oklahoma country']",greatest-country-songs,spotify:track:7LUh8A0YBIupw84N6PaWAI,spotify:album:2ZR5PK6hobhfSDNXfSbigo,4,0.0726,0.64,0.835,3.11e-06,0.0,0.132,-4.806,1.0,0.0413,109.496,4.0,0.704
1450,Here You Come Again,Dolly Parton,"['classic country pop', 'country', 'country dawn']",greatest-country-songs,spotify:track:6H7nDglS6xWpRidbhMwI2L,spotify:album:64yIGFoYJVg66fRXIxIYJr,66,0.647,0.529,0.511,0.00724,1.0,0.0391,-9.37,1.0,0.0418,106.491,4.0,0.559
1451,If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,"['contemporary country', 'country', 'country road', 'modern country rock']",greatest-country-songs,spotify:track:7vSn3VNbzOtPebdj6ZSebj,spotify:album:5YG0aqiSCfhcWmW2KEsSWJ,60,0.0613,0.566,0.898,0.0,9.0,0.126,-3.659,1.0,0.0634,115.954,4.0,0.791
1452,Chattahoochee,Alan Jackson,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:59kHPbwyyCApYA8RQQEuXm,spotify:album:79yCfWigSGt94zi1CIkkJZ,68,0.362,0.606,0.706,0.0,0.0,0.16,-9.665,1.0,0.0379,174.533,4.0,0.819
1453,Have Mercy,The Judds,"['country', 'country dawn', 'country rock']",greatest-country-songs,spotify:track:4ifGkOIs51UGoWIDhJvaQg,spotify:album:5bssaJTxjs8S0dpc9GzFDj,19,0.231,0.858,0.66,0.0,2.0,0.189,-7.953,1.0,0.029,123.299,4.0,0.933
1454,Heartaches By The Number,Ray Price,"['country', 'honky tonk', 'nashville sound', 'traditional country']",greatest-country-songs,spotify:track:361wxJRa6M2sH1Epy2MAC1,spotify:album:6KJrpAaoqXM9FYWJEM76LV,48,0.639,0.515,0.603,0.0,10.0,0.121,-6.246,1.0,0.0318,127.151,4.0,0.892
1455,All The Time,Jack Greene,"['jam band', 'roots rock']",greatest-country-songs,spotify:track:7MkV18tnSISu54sBM808hj,spotify:album:1yEKR5ylZFBPrUpawfXqfS,1,0.236,0.651,0.295,2.71e-05,9.0,0.282,-10.202,1.0,0.0266,93.99,4.0,0.478
1456,Give Me Wings,Michael Johnson,"['adult standards', 'soft rock']",greatest-country-songs,spotify:track:6AcyiMcTs6lymWtU6qcK19,spotify:album:6bCVzrXczEq3aMuZaRhiYG,22,0.851,0.561,0.22,4.61e-06,7.0,0.115,-13.24,1.0,0.0348,77.935,4.0,0.286
1457,It's Five O'Clock Somewhere,Alan Jackson ,[],greatest-country-songs,spotify:track:5oHHMDcVOmPSFrCgdbHPdb,spotify:album:26w8J2SKCxa80Bwq6G8ctN,66,0.208,0.713,0.772,0.0,2.0,0.211,-6.69,1.0,0.0372,125.202,4.0,0.88
1458,This Is How We Roll,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",greatest-country-songs,spotify:track:2iT8p5HHGZoIgFME97V1fd,spotify:album:0tlygcp8NWY9Jfq80OFhA0,62,0.016,0.555,0.931,0.0,8.0,0.405,-2.969,1.0,0.0367,132.085,4.0,0.723
1459,Watching You,Rodney Atkins,"['contemporary country', 'country', 'country road', 'modern country rock']",greatest-country-songs,spotify:track:5OusUgzHz6Ulb3GZT7WUo5,spotify:album:5YG0aqiSCfhcWmW2KEsSWJ,70,0.105,0.625,0.848,0.0,2.0,0.23,-4.008,1.0,0.0314,137.993,4.0,0.716
1460,Rose Garden,Lynn Anderson,"['classic country pop', 'nashville sound']",greatest-country-songs,spotify:track:5YwgJ6lpZ3SiAQwBEpjqey,spotify:album:2JItlMgM1n2GfKOmqYr8af,60,0.168,0.589,0.501,0.0,0.0,0.0741,-11.665,1.0,0.031,131.064,4.0,0.969
1461,Almost Persuaded,David Houston,['nashville sound'],greatest-country-songs,spotify:track:2Krnm3qWdy4VG5vTkT0cDn,spotify:album:0zOZyQFw8zR4hFAMyM92tk,46,0.861,0.251,0.338,0.0,8.0,0.144,-11.897,1.0,0.0382,81.642,3.0,0.353
1462,Burnin' It Down,Jason Aldean,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:4f3ocvNFdJMmGP04kskM2J,spotify:album:2RIu1R2av2tWEu2MloUE6u,46,0.31,0.68,0.788,3.82e-06,6.0,0.101,-6.677,1.0,0.0466,135.943,4.0,0.653
1463,That's What I Love About Sunday,Craig Morgan,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",greatest-country-songs,spotify:track:1fmi1hOBtH8xfUiWz4LVtE,spotify:album:4ovUdHrbzwtbtKMyU997Hl,64,0.479,0.6,0.56,0.0,8.0,0.111,-6.311,1.0,0.0325,139.469,4.0,0.417
1464,The Good Stuff,Kenny Chesney,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:1EKiQ1InQXuodp4M1idrng,spotify:album:2d4eS9a7DRTlfeTKVJQ0kr,53,0.26,0.586,0.675,0.0,7.0,0.144,-7.819,1.0,0.0776,143.921,4.0,0.473
1465,Skip A Rope,Henson Cargill,"['cowboy western', 'oklahoma country']",greatest-country-songs,spotify:track:2kzVFcp3kSU1Qld4dYBM7L,spotify:album:5tSfvArzn1TQdXx2UKJlv0,50,0.608,0.623,0.51,0.00267,6.0,0.0699,-13.092,0.0,0.0374,145.604,4.0,0.54
1466,Houston (Means I'm One Day Closer To You),Larry Gatlin ,[],greatest-country-songs,spotify:track:774cWB9vjXE8A3QCtvLvUA,spotify:album:53oUssFnxARaL4zSiw5AvL,16,0.776,0.582,0.458,0.0,7.0,0.126,-13.58,1.0,0.0407,149.476,4.0,0.677
1467,When You Say Nothing At All,Keith Whitley,"['country', 'country rock']",greatest-country-songs,spotify:track:1G60o2g78glgxC0No8SsvQ,spotify:album:3hDqwanFIlVP5dRMWj8dhZ,58,0.691,0.666,0.296,3.73e-06,3.0,0.0552,-15.412,1.0,0.0247,80.006,4.0,0.392
1468,Hello Darlin',Conway Twitty,"['arkansas country', 'country', 'country rock']",greatest-country-songs,spotify:track:0LBpa0uUaRqqecJhAs1p7u,spotify:album:4jIT1aEUj9eHfFVBPrO9nj,0,0.938,0.285,0.233,7.32e-06,0.0,0.137,-14.399,1.0,0.0329,169.024,3.0,0.461
1469,"Love Without End, Amen",George Strait,"['contemporary country', 'country', 'country road']",greatest-country-songs,spotify:track:4pFNWAU8e8F32NQkMyLAZi,spotify:album:56kF3zaRZS3BO1eNiyBLtO,56,0.397,0.645,0.442,0.0,9.0,0.121,-12.997,1.0,0.0256,88.491,4.0,0.554
1470,As Good As I Once Was,Toby Keith,"['contemporary country', 'country', 'country road', 'oklahoma country']",greatest-country-songs,spotify:track:6zlgG0H6AZZdM61zRfZ2pX,spotify:album:23Lqr6YXcILvNvbzIwqpOf,1,0.273,0.679,0.857,0.0,5.0,0.0849,-4.47,1.0,0.0366,118.987,4.0,0.735
1471,Wings Of A Dove,Ferlin Husky,['nashville sound'],greatest-country-songs,spotify:track:2DD8OhehvkzSFeoRW0u7Gb,spotify:album:6HMxJGDVtEsqpeOJlJHNhH,42,0.54,0.498,0.555,0.0,4.0,0.26,-11.577,1.0,0.0468,184.891,3.0,0.888
