artist,uri,followers,genres,popularity,decade,is_recommended,billboard
Black Book Lodge,spotify:artist:26oIvYJQLLALW73bWlAIkm,1348,['danish metal'],11,2010.0,1,
Buku,spotify:artist:0w2QFhEnPG6tLIvkogHbUi,33810,"['bass trap', 'brostep', 'electronic trap', 'filthstep', 'zapstep']",45,2010.0,1,
D.O.A.,spotify:artist:3g92p1YpivbOqVLiYVd4Yk,30380,"['canadian hardcore', 'canadian punk', 'crossover thrash', 'hardcore punk', 'oi', 'punk', 'vancouver punk']",38,2010.0,1,
Luke Combs ,spotify:artist:718COspgdWOnwOFpJHRZHS,2815835,['contemporary country'],86,2010.0,0,
Jamie N Commons ,spotify:artist:2FsZnS8gQ8jG1HGnPYNlm9,68706,"['modern alternative rock', 'modern blues rock']",61,2010.0,1,
Xavier Cugat,spotify:artist:44w5lL6V07MCIaEX3aba8R,11274,"['cha-cha-cha', 'cuban rumba', 'easy listening', 'exotica', 'latin jazz', 'lounge', 'mambo']",40,2010.0,1,
David Pfeffer,spotify:artist:0c0KqfLEQzdrsKZ7of4BpE,1861,['german pop'],35,2010.0,1,
Big D and the Kids Table,spotify:artist:7rCVe3W6E37VMHBHJXB6xD,44239,"['folk punk', 'modern ska punk', 'ska', 'ska punk']",43,2010.0,1,
Pedro Capo,spotify:artist:4QVBYiagIaa6ZGSPMbybpy,1134195,"['latin', 'latin pop', 'puerto rican pop']",79,2010.0,0,
Popeska,spotify:artist:4Td7DjmnDqvSDBHtuJomoF,18093,['filthstep'],43,2010.0,1,
Jai Paul,spotify:artist:53wZLCnhshZKDRs3uopFBc,124538,"['art pop', 'chillwave', 'electronica', 'electropop', 'escape room', 'indie r&b', 'indie soul', 'indietronica']",57,2010.0,1,
Kindbergs,spotify:artist:1NM4NH9OXPg3EqZxNf6nE1,6495,['dansband'],40,2010.0,1,
Olamide,spotify:artist:4ovtyvs7j1jSmwhkBGHqSr,103878,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",55,2010.0,1,
Sleepy Fish,spotify:artist:1IJe80moz409PtxW4llPFw,14429,"['chillhop', 'lo-fi beats']",63,2010.0,1,
Vishal Dadlani,spotify:artist:6CXEwIaXYfVJ84biCxqc9k,1768695,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",67,2010.0,0,
Moneybagg Yo,spotify:artist:3tJoFztHeIJkJWMrx0td2f,1343690,"['hip hop', 'rap', 'southern hip hop', 'trap']",79,2010.0,0,
Jordy Maxwell,spotify:artist:32adQJGzuFZNh9fBQXhisb,5306,"['australian indie folk', 'indie anthem-folk']",40,2010.0,1,
Mustard featuring NAV,spotify:artist:3AuMNF8rQAKOzjYppFNAoB,2249382,"['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",71,2010.0,0,
benny blanco ,spotify:artist:5CiGnKThu5ctn9pBxv7DGa,539415,"['electropop', 'pop', 'pop rap', 'post-teen pop']",78,2010.0,0,
DJ Shog,spotify:artist:36g2U19HPpLeY5FyrPhrfp,6087,"['bubble trance', 'german techno']",37,2010.0,1,
William Prince,spotify:artist:5GJWwpX2tnOruZviItXvM6,11839,"['canadian indigenous', 'canadian singer-songwriter', 'deep new americana', 'manitoba country', 'manitoba indie']",45,2010.0,1,
Linkin Park ,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,15289660,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",86,2010.0,0,
Mann,spotify:artist:3UpIbyXfGzmHG6TMH4dJEk,147949,"['folk', 'indie pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']",55,2010.0,1,
Bill Frisell,spotify:artist:3SONlwqLIP2GtaMh9pLYe5,58543,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz guitar']",52,2010.0,1,
Habstrakt,spotify:artist:1YYJxpOXYk1z1WtqdeLMkn,75811,"['bass house', 'brostep', 'catstep', 'edm', 'electro house', 'electronic trap', 'filthstep', 'zapstep']",57,2010.0,1,
Sam Manning,spotify:artist:6MFvKHJHRpB6kWx3AMvvT4,61,['calypso'],4,2010.0,1,
Cute Is What We Aim For,spotify:artist:7AsPubxWM5tfW4hTZEL3aP,213210,"['emo', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']",51,2010.0,1,
Al Atkins,spotify:artist:0hEVkQAwlGoLnONm8cph2X,0,[],0,2010.0,1,
Al Gromer Khan,spotify:artist:7sGvSRxJMoJdO530qjic7H,5794,"['healing', 'kirtan', 'meditation', 'sitar', 'world fusion']",35,2010.0,1,
Pulp,spotify:artist:36E7oYfz3LLRto6l2WmDcD,521215,"['alternative rock', 'art rock', 'britpop', 'chamber pop', 'dance rock', 'garage rock', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock', 'sheffield indie']",64,2010.0,0,
Martin Dupont,spotify:artist:0VluRa9xSnSeZYfYoy9q15,5878,"['gothic post-punk', 'grave wave', 'minimal wave', 'neue deutsche welle', 'vintage french electronic']",29,2010.0,1,
Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,13117405,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",85,2010.0,0,
il:lo,spotify:artist:3aGFCoR8xGN6DKwvdzeSja,313703,"['atl hip hop', 'lgbtq+ hip hop', 'trap', 'underground hip hop']",67,2010.0,1,
Adrian Von Ziegler,spotify:artist:6qDQ6rJG5TOT7PppxBKhqI,87974,"['dungeon synth', 'medieval folk']",55,2010.0,1,
E.C. Illa,spotify:artist:6UdnOGjUVx0iSjOUC8a5Ll,3,[],0,2010.0,1,
Jacob Sartorius,spotify:artist:6czdbISBoxGckbBX8F4m8L,611876,"['social media pop', 'teen pop']",49,2010.0,0,
Kanye West Jay Z,spotify:artist:6czdbISBoxGckbBX8F4m8L,611876,"['social media pop', 'teen pop']",49,2010.0,0,
Bazzi ,spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl,3238582,"['pop', 'post-teen pop']",84,2010.0,0,
PARTYNEXTDOOR ,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,2339016,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",83,2010.0,0,
Knowmadic,spotify:artist:0HcyeAioEKhfwVcJAoyN36,21499,"['chillhop', 'lo-fi beats']",60,2010.0,1,
Spite,spotify:artist:4kJAoV5i0XPIAoGRN4bVJJ,7549,"['compositional ambient', 'focus', 'neo-classical']",46,2010.0,1,
C Bank feat. Diamond Eyes,spotify:artist:3luI0NVRk6pVZdzuPJpsMD,338,['freestyle'],21,2010.0,1,
Yaeji,spotify:artist:2RqrWplViWHSGLzlhmDcbt,223193,"['art pop', 'electropop', 'escape room', 'experimental house', 'indietronica']",62,2010.0,1,
Kleinstadthelden,spotify:artist:2CxxME24LoDdENeJgC59Ie,1031,['german indie rock'],7,2010.0,1,
Brantley Gilbert ,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,1923603,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2010.0,0,
R3HAB,spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ,1981100,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",84,2010.0,0,
Danne Stråhed,spotify:artist:3nc8VYKBqtooEzkV1S1orW,9055,"['dansband', 'danspunk']",44,2010.0,1,
The Palace Guards,spotify:artist:2sm5eKGP1RckdleSEFOrjB,66,['deep classic garage rock'],5,2010.0,1,
DeJ Loaf ,spotify:artist:7kFfY4UjNdNyaeUgLIEbIF,1152878,"['deep pop r&b', 'detroit hip hop', 'pop rap', 'rap', 'trap', 'trap queen']",69,2010.0,0,
Joji,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,2618072,"['alternative r&b', 'viral pop']",85,2010.0,0,
Kink,spotify:artist:1SQRv42e4PjEYfPhS0Tk9E,1508880,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",72,2010.0,0,
Phil Woods,spotify:artist:6G4hVmXKJ9NW5JecncK89f,14209,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",41,2010.0,1,
Odunsi,spotify:artist:3QAWvRmq1TMLuNtDKVyRaW,21961,"['afropop', 'alternative r&b', 'indie r&b', 'nigerian pop']",53,2010.0,1,
The House of Love,spotify:artist:4tfyTbsNNN5xfxKDwG4VfP,30505,"['britpop', 'c86', 'dream pop', 'jangle pop', 'new wave']",40,2010.0,1,
Bridgit Mendler,spotify:artist:4VhL8KLjVso4vLfOLVViTb,1046247,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",67,2010.0,0,
Waldeck,spotify:artist:6596yDTd94cIC3dlBptxDH,94748,"['downtempo', 'electro swing', 'electronica', 'nu jazz', 'trip hop']",54,2010.0,1,
TANUKI,spotify:artist:5n3X0T0RlvRxUR6l9dBwB8,7225,"['future funk', 'j-core']",39,2010.0,1,
Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,3899199,"['irish singer-songwriter', 'pop']",81,2010.0,0,
Barns Courtney,spotify:artist:5tFRohaO5yEsuJxmMnlCO9,297224,"['modern alternative rock', 'modern rock', 'rock']",66,2010.0,1,
Parov Stelar,spotify:artist:65EXuYHVoehCKqp0kOS6px,788605,"['downtempo', 'electro swing', 'nu jazz', 'tropical house']",67,2010.0,0,
SadDoLLs,spotify:artist:4AZUnmYQYJIMmkcDPWKfRb,1125,"['greek metal', 'heavy gothic rock']",14,2010.0,1,
Reks,spotify:artist:42JPBrdUYrJSTqs13ygIuG,2,[],23,2010.0,1,
Voia,spotify:artist:4SgHwxSnXkbmCqASAJj8Ym,1084,['kawaii future bass'],28,2010.0,1,
Marionette,spotify:artist:0nRpXaao3C0eK2Nw9E87US,16,[],0,2010.0,1,
Terry McDermott,spotify:artist:70vDOyUxrgVhYM63LkJfvV,2620,['deep talent show'],20,2010.0,1,
Nguyên Lê,spotify:artist:0FDi1P8xmY99il5uPynIMR,6242,"['contemporary jazz', 'french jazz']",30,2010.0,1,
Natti Natasha,spotify:artist:1GDbiv3spRmZ1XdM1jQbT7,4306134,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'tropical']",86,2010.0,0,
Chief Keef ,spotify:artist:15iVAtD3s3FsQR4w1v6M0P,2049476,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",76,2010.0,0,
"Royce Da 5'9""",spotify:artist:15iVAtD3s3FsQR4w1v6M0P,2049476,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",76,2010.0,0,
Andrew McMahon In The Wilderness,spotify:artist:716ZwtZBmwROBXcFmCzfdM,145493,"['hopebeat', 'indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'neo mellow', 'piano rock', 'pop rock', 'stomp and holler']",56,2010.0,1,
John Powell,spotify:artist:3EAHF3jdnHHdko5DBrhRUP,105018,"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",66,2010.0,1,
Lee DeWyze,spotify:artist:1KNNZV9twnpQBqyUoGvWA6,47339,"['idol', 'neo mellow']",45,2010.0,1,
Y2K ,spotify:artist:6USMTwO0MNDnKte5a5h0xx,210279,['pop rap'],75,2010.0,1,
TM Juke,spotify:artist:4awnjjqiUnSBA4ucPVbF8R,20624,"['electronica', 'ninja', 'nu jazz', 'turntablism']",45,2010.0,1,
Belle Margaux,spotify:artist:3WKsLlBJ9kQc0ccsuEuZdu,205,['background music'],51,2010.0,1,
Watered,spotify:artist:1ozPSySF2p82ueZ6weJHqC,572,['german post-rock'],4,2010.0,1,
Chon,spotify:artist:2JFljHPanIjYy2QqfNYvC0,210515,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion', 'progressive post-hardcore', 'san diego indie']",56,2010.0,1,
Marsha Ambrosius,spotify:artist:46VWDbmWmzvPBTmkSr25gM,345878,"['british soul', 'deep pop r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",55,2010.0,1,
Gavin Luke,spotify:artist:2bqAlaRiT91dCQ7KMGnP8i,18624,"['background music', 'calming instrumental', 'focus', 'neo-classical']",69,2010.0,1,
Labh Janjua,spotify:artist:3DWbhNPz642SpTneSTHJv7,111546,"['bhangra', 'filmi', 'modern bollywood', 'sufi']",50,2010.0,1,
Charles Koechlin,spotify:artist:777ILKUd9KdXnQq0UX9G36,1003,"['early modern classical', 'impressionism', 'post-romantic era']",25,2010.0,1,
August Alsina ,spotify:artist:19Fi1Rj7kk8kyiwxpXy3yM,1915671,"['dance pop', 'deep pop r&b', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",67,2010.0,0,
Passion Pit,spotify:artist:7gjAu1qr5C2grXeQFFOGeh,1068701,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'shimmer pop']",65,2010.0,0,
Los Acosta,spotify:artist:1sxekzjeHJaqkZbpaaGR9x,677800,"['banda', 'cumbia', 'grupera', 'norteno', 'regional mexican']",68,2010.0,0,
Aaron Smith,spotify:artist:77qukKzmdI5BeMBR7WGUrN,197353,['chicago house'],70,2010.0,1,
Kurt Elling,spotify:artist:1UhC1mCcd9SFXLibHhMX61,46042,"['adult standards', 'contemporary vocal jazz', 'vocal jazz']",47,2010.0,1,
Hawk Nelson,spotify:artist:4hj6ZZxaiKvG5GU3PYf7Gh,157462,"['anthem worship', 'canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian punk', 'christian rock', 'worship']",53,2010.0,1,
What So Not,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,255046,"['aussietronica', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'indietronica', 'vapor twitch']",63,2010.0,1,
School Of Seven Bells,spotify:artist:1mBdei7fcRpbUEYHgsQN9H,44559,"['chillwave', 'dream pop', 'metropopolis', 'modern dream pop', 'nu gaze', 'shoegaze']",36,2010.0,1,
Marc E. Bassy ,spotify:artist:3tQx1LPXbsYjE9VwN1Peaa,303297,"['pop', 'pop rap', 'post-teen pop', 'rap']",73,2010.0,1,
Diggy ,spotify:artist:2LuUALONla8DJRSCiGONBp,94253,['pop rap'],41,2010.0,1,
Jamie Berry,spotify:artist:5sM4cZ9MHihs0tbmkiE9n8,44639,"['electro swing', 'nu jazz']",53,2010.0,1,
Willie Thrasher,spotify:artist:1tQFd76V3HmxyEWwv8JN5k,850,['canadian indigenous'],12,2010.0,1,
Iyaz ,spotify:artist:5tKXB9uuebKE34yowVaU3C,543338,"['dance pop', 'pop rap', 'post-teen pop']",68,2010.0,0,
Banda Tierra Sagrada,spotify:artist:0v7JYEoQOQbzNNESKwxmzT,1078197,"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",60,2010.0,0,
Corey Voss,spotify:artist:1eqQW3Oj7MHXK05b8O5RHa,10379,"['anthem worship', 'ccm', 'christian pop', 'world worship']",47,2010.0,1,
Julie Lamontagne Trio,spotify:artist:6WZBdvYutIFkbOyJAd7ohg,44,['canadian modern jazz'],1,2010.0,1,
Kreayshawn,spotify:artist:51xJF4OqJPHWop1fv0VVyd,148983,['escape room'],52,2010.0,1,
Steve Aoki ,spotify:artist:77AiFEVeAVj2ORpC85QVJs,3375793,"['big room', 'dance pop', 'edm', 'electro house', 'tropical house']",81,2010.0,0,
Kumbhaka,spotify:artist:51Uvstdjh6X74kTzxdopzO,1202,"['atmosphere', 'background music']",53,2010.0,1,
Lunay,spotify:artist:47MpMsUfWtgyIIBEFOr4FE,2313725,"['latin', 'reggaeton', 'reggaeton flow']",83,2010.0,0,
Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,926841,"['colombian pop', 'pop']",78,2010.0,0,
Jeremy Warmsley,spotify:artist:2Ddbiob3SC6OHFY0kLusix,3619,['british singer-songwriter'],25,2010.0,1,
Plini,spotify:artist:3Gs10XJ4S4OEFrMRqZJcic,168513,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion']",53,2010.0,1,
quickly,spotify:artist:5XTn5Az9AcSKu0oaauC5ES,39690,"['chillhop', 'lo-fi beats', 'portland hip hop', 'vapor twitch']",62,2010.0,1,
Anaal Nathrakh,spotify:artist:7vrrJ5YlL3I8XUrh1ktGJV,60361,"['birmingham metal', 'black metal', 'british black metal', 'brutal death metal', 'death metal', 'metal', 'pagan black metal', 'symphonic black metal', 'technical black metal']",43,2010.0,1,
High Valley,spotify:artist:5sQqZtsAbXAoAnvA8iN9kN,93556,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2010.0,1,
Johnny O.,spotify:artist:6aX6KqXgEcARRHwvWxHcFW,443954,"['canadian pop', 'social media pop']",62,2010.0,0,
Bela Nemeth,spotify:artist:53y0Ghe3FgBnguwmI68OWT,2874,['focus'],56,2010.0,1,
Jack Wins,spotify:artist:5v8ZROs9c26k4yGMxUkebt,20079,"['deep groove house', 'disco house', 'edm', 'electro house', 'house', 'pop edm', 'tropical house']",61,2010.0,1,
Ad Inferos,spotify:artist:64wm55eSWAy5W03vyKLrlh,17,['colombian black metal'],0,2010.0,1,
The Music Tapes,spotify:artist:0Xjtselvq13TzhtPlo7g0r,6914,"['e6fi', 'experimental pop', 'laboratorio', 'lo-fi']",29,2010.0,1,
Tropkillaz,spotify:artist:5bzWtCkjIAMgN93gLt56SO,181307,"['afrofuturismo brasileiro', 'baile pop', 'bass trap', 'electronic trap', 'funk carioca', 'pop nacional']",65,2010.0,1,
Kesha ,spotify:artist:6LqNN22kT3074XbTVUrhzX,5456946,"['dance pop', 'electropop', 'pop', 'post-teen pop']",81,2010.0,0,
Train ,spotify:artist:6JL8zeS1NmiOftqZTRgdTz,8973688,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",80,2010.0,0,
Edens Edge,spotify:artist:6KAwb5D0KanI575XxOucMt,35144,"['contemporary country', 'country dawn', 'country road', 'modern country rock']",30,2010.0,1,
Mike WiLL Made-It ,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,1028155,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",75,2010.0,0,
John Surman,spotify:artist:5THaOlI8Qr3Za3FD6FnWvK,12872,"['british jazz', 'contemporary jazz', 'ecm-style jazz', 'jazz saxophone']",42,2010.0,1,
Famous Dex ,spotify:artist:0WOxhx4hikIsyF3CRPLC8W,1866415,"['chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",70,2010.0,0,
Thergothon,spotify:artist:3ZeByeZ0hu4iphflbEj4ZA,5436,"['doom metal', 'finnish doom metal', 'funeral doom', 'lovecraftian metal']",14,2010.0,1,
Inigo Montoya,spotify:artist:4DXEcjUIcIxRBpjST8HpoV,1720,['french indietronica'],28,2010.0,1,
New Years Day,spotify:artist:7IEyUxk8jyEVz9Zm9H8bfg,195646,"['candy pop', 'pixie', 'pop emo', 'pop punk', 'slayer']",52,2010.0,1,
The Wanted,spotify:artist:2NhdGz9EDv2FeUw6udu2g1,2002000,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",68,2010.0,0,
Trampa,spotify:artist:31DUXycJt0YIBoMXLI5UdV,49030,"['brostep', 'deathstep', 'electro house', 'electronic trap', 'filthstep', 'zapstep']",45,2010.0,1,
Ranveer Singh,spotify:artist:0lMa3YTHqQnDDTBaxAV7LK,363726,"['desi hip hop', 'desi pop', 'filmi', 'hindi hip hop', 'indian indie', 'modern bollywood', 'sufi']",54,2010.0,1,
Adam Levine ,spotify:artist:4bYPcJP5jwMhSivRcqie2n,794742,['pop rock'],72,2010.0,0,
KC ,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,534559,"['disco', 'funk', 'motown', 'soft rock']",65,2010.0,0,
Havana Brown ,spotify:artist:1EVWYRr2obCRDoSoD6KSuM,155620,"['australian dance', 'australian pop', 'electropop']",47,2010.0,1,
Swutscher,spotify:artist:7BnF7zhqDn9q8mgZfBupfI,2275,"['german indie', 'german indie rock', 'hamburg indie']",22,2010.0,1,
POCAH,spotify:artist:11iQCRz636WFdHj42qxAF6,107835,"['baile pop', 'funk carioca', 'pagode baiano']",68,2010.0,1,
Anti-System,spotify:artist:77VfePGq6yUDyGmduqrrga,1,[],0,2010.0,1,
Mason Ramsey,spotify:artist:6xvpfMjWTougrRRtK7iikz,95332,['country'],56,2010.0,1,
The Mountain Goats,spotify:artist:3hyGGjxu73JuzBa757H6R5,221452,"['alternative rock', 'anti-folk', 'canadian indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'stomp and holler']",60,2010.0,1,
A-Trak ,spotify:artist:3TaUSUXn41GixL7zbvrIDt,106063,"['canadian electronic', 'edm', 'electro house', 'electronic trap', 'turntablism']",65,2010.0,1,
Banda El Recodo,spotify:artist:6AcOTCYBMvjKYy4zms0kaC,2037551,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",75,2010.0,0,
Layton Greene,spotify:artist:02ZtVIjKL1PYLlMmP1sz0h,151277,['deep pop r&b'],64,2010.0,1,
Geoff Zanelli,spotify:artist:0X5jj08FYkWPtmzUhhjOJd,6802,"['epicore', 'scorecore', 'soundtrack']",53,2010.0,1,
Justify Rebellion,spotify:artist:4XL4X0Ff1O96euzsgZe18K,720,['danish metal'],20,2010.0,1,
Julien Baker,spotify:artist:12zbUHbPHL5DGuJtiUfsip,178286,"['ambient folk', 'art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']",59,2010.0,1,
Eïs,spotify:artist:6ul6vL8Hg5jTulDi0Ac8ao,210217,"['german rock', 'industrial metal', 'neue deutsche harte']",58,2010.0,1,
Christina Perri ,spotify:artist:7H55rcKCfwqkyDFH9wpKM6,2487794,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",75,2010.0,0,
Ariel Camacho,spotify:artist:6cnl6Jz97730GUS8zEAK77,2546587,"['banda', 'regional mexican', 'regional mexican pop']",70,2010.0,0,
Arbor Lights,spotify:artist:1nFuEqdEM02EqjK5Lqg7O0,511,"['british post-rock', 'instrumental post-rock']",3,2010.0,1,
MKTO,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,768076,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'social media pop']",73,2010.0,0,
Wonders of Nature,spotify:artist:2JSzkol0YkNiERRzYVx5mk,0,[],15,2010.0,1,
K. Michelle,spotify:artist:2retT7MFwHDVTeGKDdybEx,1073626,"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",58,2010.0,0,
Cryptic One,spotify:artist:1we4hPy7TbMM543Fyksn26,395,['abstract hip hop'],6,2010.0,1,
Hank Jones,spotify:artist:0BhFfJmScFj7OzqVaDqnSv,16942,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",44,2010.0,1,
Darcy Baylis,spotify:artist:3blRQedtHHIGK76BFF1n1P,950,['australian electropop'],24,2010.0,1,
Mastic Scum,spotify:artist:16InUVNl0ZnfC3eKdWxTca,621,['austrian metal'],6,2010.0,1,
Fight The Fury,spotify:artist:0y6TDfwRN2HEHcFizxp1Je,24743,"['christian hard rock', 'christian rock']",38,2010.0,1,
Meek Mill,spotify:artist:20sxb77xiYeusSH8cVdatc,4063495,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,2010.0,0,
Roberta Gambarini,spotify:artist:5tW1LNzRtpzKpzTK7HAWTS,21037,"['contemporary vocal jazz', 'vocal jazz']",38,2010.0,1,
GONZO,spotify:artist:0YSFc6ZjqSYIZnHQGBzBcF,30476,['classic portuguese pop'],41,2010.0,1,
Left Boy,spotify:artist:2gIGkRqCo4NK2PUCI8u4aQ,146583,['austrian pop'],56,2010.0,1,
La Sonora Dinamita,spotify:artist:0fu0o4pQbqbYGPy9ASvlnL,1677,[],13,2010.0,1,
Pegassi,spotify:artist:2A4uiWrfuBpVFugyvxAt4c,1962,['future house'],34,2010.0,1,
Kasabian,spotify:artist:11wRdbnoYqRddKBrpHt4Ue,1306570,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'rock']",67,2010.0,0,
DLOW,spotify:artist:2wr9il91kGyzsfs4ypVr02,27994,[],35,2010.0,1,
Zomboy,spotify:artist:0ycHhPwPvoaO4VGzmMnXGq,679376,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'filthstep', 'glitch', 'zapstep']",60,2010.0,0,
Wolfgang Lohr,spotify:artist:5GImm0oU5MkW7OHkb91jwu,26925,"['electro swing', 'nu jazz']",51,2010.0,1,
Attila,spotify:artist:4Uv5bceTJ2h3tLlssUNDNP,326993,"['deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal', 'screamo']",56,2010.0,1,
Tunes of Negation,spotify:artist:6sZRDGXYnPq6L0kfooXL31,624,['uk experimental electronic'],9,2010.0,1,
Bhad Bhabie,spotify:artist:7DuTB6wdzqFJGFLSH17k8e,1939875,"['pop', 'pop rap', 'social media pop', 'trap queen']",68,2010.0,0,
Jimmie Allen,spotify:artist:147nKr9upHZSSxqCzh9j7c,58702,"['contemporary country', 'country pop']",67,2010.0,1,
Dillon Francis ,spotify:artist:5R3Hr2cnCCjt220Jmt2xLf,980968,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'tropical house']",71,2010.0,0,
RŮDE,spotify:artist:4CWpoyuE7e9NvBkUSTmJfq,71857,"['japanese chillhop', 'rochester mn indie']",65,2010.0,1,
Flavien Berger,spotify:artist:5PyU5aVBI66v0pkCIvEJfu,63268,"['electronica', 'french indie pop', 'french indietronica', 'new french touch']",54,2010.0,1,
Rod Wave ,spotify:artist:45TgXXqMDdF8BkjA83OM7z,621374,['florida rap'],81,2010.0,0,
Giya Kancheli,spotify:artist:7eZXdqPC0XYtALWzaVjGLh,3802,"['avant-garde', 'compositional ambient', 'contemporary classical', 'minimalism']",40,2010.0,1,
Delle Alpi,spotify:artist:6F3AbMb1nVGlPROQ0nQBqU,1032,['atmosphere'],56,2010.0,1,
FX Sleep Creator,spotify:artist:6YPpB1iVfPRurxJ7fNIevL,93,['asmr'],36,2010.0,1,
Red Rocks Worship,spotify:artist:48AVv3cw03WdSB5b4qmNCr,49693,"['anthem worship', 'ccm', 'christian pop', 'world worship']",57,2010.0,1,
Zack Hemsey,spotify:artist:2Eg0o1Mok66akOkuOiGdEv,100466,"['epicore', 'scorecore']",57,2010.0,1,
Cæcilie Norby,spotify:artist:6XFVoO2x9F6P1FxZy1PG4H,5637,"['contemporary vocal jazz', 'danish jazz']",38,2010.0,1,
Children Of Bodom,spotify:artist:1xUhNgw4eJDZfvumIpcz1B,418302,"['alternative metal', 'finnish death metal', 'finnish metal', 'groove metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'speed metal']",59,2010.0,0,
Au5,spotify:artist:40WIa01eubnEVkxUHeDZyF,64881,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'gaming edm', 'melodic dubstep', 'pop edm', 'zapstep']",56,2010.0,1,
